company_id;milestone_nr;milestone_date
c:1107;3;06.07.2010
c:1107;4;01.06.2012
c:1107;5;03.02.2013
c:17252;1;01.09.2004
c:997;1;01.11.2006
c:997;2;10.10.2010
c:997;3;22.11.2010
c:30307;1;01.01.2008
c:16271;1;05.09.2010
c:22712;1;01.01.2008
c:9782;1;01.12.2009
c:9782;2;13.01.2010
c:9782;3;29.10.2012
c:68169;1;24.08.2012
c:68169;2;11.09.2012
c:55354;1;01.01.2001
c:55354;2;22.06.2008
c:55354;3;02.09.2010
c:17542;1;01.01.2004
c:44268;1;01.01.2010
c:44268;2;28.04.2010
c:44268;3;10.01.2013
c:51228;1;01.10.2008
c:51228;2;01.11.2011
c:71852;1;01.03.2012
c:71852;2;25.08.2013
c:23125;1;25.05.2010
c:23125;2;07.12.2010
c:23125;3;17.09.2012
c:37928;1;01.05.2009
c:37928;2;30.03.2011
c:65916;1;21.09.2010
c:65916;2;19.01.2011
c:65916;3;08.04.2013
c:65916;4;24.07.2013
c:2245;1;01.04.2007
c:2245;2;30.05.2009
c:16618;1;01.08.2011
c:16618;2;22.09.2011
c:1541;1;03.09.2008
c:1541;2;23.12.2008
c:1541;3;02.07.2010
c:1541;4;05.10.2010
c:20889;1;16.06.2010
c:20889;2;13.04.2011
c:20889;3;18.08.2011
c:2272;1;01.02.2007
c:2272;2;12.12.2007
c:2272;3;03.01.2008
c:2272;4;13.05.2008
c:5043;1;01.10.2004
c:5043;2;03.08.2006
c:42193;1;01.12.2010
c:60521;1;20.06.2011
c:4881;1;24.10.2011
c:4881;2;06.02.2012
c:4881;3;17.07.2012
c:7345;1;01.01.2007
c:103204;1;01.01.2011
c:25743;1;01.09.2011
c:25743;2;20.03.2012
c:26556;1;01.01.2006
c:29312;1;01.01.2006
c:29312;2;24.05.2010
c:3050;1;01.10.2008
c:2709;1;01.01.2008
c:2709;2;30.06.2008
c:28752;1;01.03.2005
c:1148;1;01.01.2008
c:1148;2;30.01.2009
c:1148;3;25.02.2011
c:1967;1;01.01.2005
c:27142;1;01.01.2009
c:42123;1;01.01.2003
c:41656;1;01.01.2005
c:16145;1;24.07.2009
c:16145;2;31.08.2011
c:6964;1;24.01.2009
c:6964;2;01.02.2010
c:155821;1;19.04.2012
c:49052;1;01.11.2010
c:49052;2;04.06.2011
c:49052;3;08.05.2013
c:34152;1;01.10.2006
c:3027;1;01.06.2008
c:3027;2;08.03.2009
c:3027;3;21.10.2009
c:10176;1;12.01.2012
c:10176;2;13.02.2012
c:10176;3;18.11.2013
c:50076;1;01.01.2011
c:50076;2;26.10.2011
c:26122;1;01.01.2007
c:17501;1;01.01.2006
c:1613;1;29.07.2008
c:1613;2;12.05.2010
c:1613;3;21.07.2012
c:41484;1;01.01.2012
c:76102;1;01.06.2009
c:76102;2;14.11.2013
c:76765;1;09.05.2011
c:76765;2;04.03.2012
c:76765;3;07.08.2012
c:24986;1;01.06.2009
c:14593;1;01.01.2008
c:14593;2;06.07.2011
c:138030;1;01.03.2013
c:138030;2;25.11.2013
c:63731;1;29.08.2010
c:47848;1;01.01.2004
c:5347;1;01.08.2008
c:14993;1;01.11.2010
c:14993;2;18.01.2011
c:1223;1;01.01.2008
c:1223;2;16.01.2008
c:1223;3;01.01.2012
c:55421;1;01.06.2008
c:28403;1;19.08.2009
c:28403;2;06.08.2010
c:28403;3;25.02.2011
c:1283;1;22.09.2010
c:1283;2;07.04.2011
c:1283;3;26.05.2012
c:15122;1;21.02.2011
c:38019;1;01.02.2009
c:38019;2;21.05.2010
c:38019;3;25.01.2011
c:4961;1;01.05.2011
c:4961;2;16.11.2011
c:41483;1;29.08.2011
c:41483;2;29.01.2012
c:12348;1;06.02.2012
c:12348;2;20.05.2012
c:12348;3;21.12.2012
c:12348;4;07.05.2013
c:3202;1;01.11.2007
c:32144;1;01.11.2008
c:32023;1;01.01.2004
c:1445;1;01.01.2007
c:53686;1;01.01.2008
c:53686;2;28.04.2011
c:50208;1;01.01.2008
c:16874;1;01.01.2011
c:643;1;15.10.2009
c:643;2;07.10.2010
c:643;3;01.01.2011
c:17508;1;01.01.2001
c:2804;1;01.05.2007
c:2804;2;25.02.2008
c:2804;3;01.04.2010
c:11397;1;01.08.2006
c:11397;2;11.09.2008
c:11397;3;03.06.2009
c:41409;1;01.07.2009
c:55436;1;30.08.2010
c:55436;2;20.10.2010
c:55436;3;10.01.2012
c:12630;1;01.07.2010
c:12630;2;01.01.2011
c:365;1;18.09.2007
c:365;2;25.12.2011
c:365;3;08.03.2012
c:365;4;26.04.2012
c:365;5;27.09.2013
c:20832;1;01.01.2009
c:20832;2;23.04.2009
c:17809;1;01.07.2007
c:23788;1;01.11.2004
c:30834;1;14.06.2010
c:30834;2;17.03.2011
c:49960;1;13.04.2011
c:49960;2;01.11.2011
c:17581;1;01.01.2010
c:17581;2;02.06.2010
c:14028;1;25.02.2010
c:14028;2;24.05.2011
c:1309;1;09.07.2010
c:1309;2;04.03.2012
c:1309;3;09.03.2012
c:28420;1;01.01.2003
c:6562;1;18.05.2010
c:6562;2;20.02.2011
c:6562;3;01.09.2012
c:4394;1;01.01.2008
c:4394;2;12.01.2011
c:4394;3;05.06.2012
c:52346;1;15.07.2011
c:52346;2;26.04.2013
c:200;1;22.04.2008
c:200;2;20.10.2009
c:200;3;09.04.2011
c:200;4;08.09.2012
c:139729;1;01.10.2010
c:17724;1;01.01.2013
c:16285;1;01.01.2011
c:43954;1;01.07.2007
c:43954;2;02.09.2010
c:27555;1;01.01.2007
c:18804;1;03.03.2010
c:14787;1;13.04.2009
c:14787;2;15.06.2009
c:14787;3;03.03.2010
c:81474;1;01.07.2011
c:34401;1;01.01.2008
c:37934;1;01.04.2009
c:25383;1;01.01.2001
c:49872;1;01.08.2008
c:7666;1;01.03.2005
c:7666;2;09.04.2010
c:19670;1;14.12.2010
c:19670;2;20.12.2011
c:35148;1;01.01.2008
c:142;1;24.06.2011
c:142;2;08.10.2012
c:142;3;07.11.2013
c:101312;1;01.07.2012
c:101312;2;18.09.2013
c:46168;1;01.01.2011
c:78868;1;02.01.2012
c:78868;2;09.01.2013
c:78868;3;15.03.2013
c:1236;1;30.06.2008
c:1236;2;30.10.2008
c:1236;3;18.04.2011
c:33949;1;01.03.2011
c:33949;2;27.07.2011
c:33949;3;11.06.2012
c:17774;1;01.01.2009
c:44064;1;01.09.2008
c:6171;1;01.03.2008
c:637;1;01.04.2009
c:637;2;01.10.2011
c:637;3;07.10.2011
c:637;4;03.11.2011
c:30343;1;14.05.2010
c:30343;2;17.09.2010
c:36310;1;01.01.2006
c:835;1;01.01.2009
c:835;2;11.10.2011
c:46863;1;01.03.2010
c:46863;2;21.06.2011
c:179;1;01.01.2002
c:179;2;02.09.2003
c:179;3;23.11.2007
c:179;4;20.07.2008
c:179;5;02.07.2012
c:16784;1;01.01.2006
c:72750;1;05.05.2011
c:72750;2;03.10.2011
c:72750;3;27.06.2013
c:40152;1;01.12.2009
c:40152;2;18.05.2010
c:54077;1;04.02.2013
c:54077;2;04.12.2013
c:10452;1;01.01.2010
c:10452;2;24.10.2011
c:55427;1;01.03.2011
c:55427;2;02.10.2012
c:195311;1;01.08.2012
c:195311;2;10.04.2013
c:2497;1;01.06.2007
c:2497;2;12.03.2008
c:2497;3;27.11.2010
c:2497;4;18.10.2013
c:13465;1;01.01.2005
c:17983;1;10.01.2012
c:17983;2;27.01.2012
c:17983;3;10.01.2013
c:12099;1;01.01.2007
c:12099;2;27.10.2010
c:51239;1;01.06.2011
c:51239;2;19.10.2012
c:51239;3;13.03.2013
c:74743;1;01.09.2011
c:74743;2;20.08.2012
c:36192;1;01.01.2009
c:20313;1;01.11.2007
c:20313;2;01.10.2010
c:60;1;01.01.2008
c:60;2;26.03.2010
c:60;3;10.11.2013
c:60;4;01.12.2013
c:1637;1;05.01.2009
c:1637;2;15.07.2009
c:1637;3;22.06.2010
c:56478;1;01.10.2010
c:42163;1;01.01.2005
c:16111;1;01.01.2006
c:24274;1;01.01.2006
c:763;1;01.02.2008
c:763;2;30.01.2011
c:763;3;04.11.2011
c:79089;1;01.08.2010
c:79089;2;09.12.2011
c:43480;1;07.08.2010
c:43480;2;20.09.2010
c:12224;1;02.04.2009
c:12224;2;16.06.2009
c:12224;3;22.02.2010
c:54488;1;15.11.2010
c:54488;2;19.11.2010
c:54488;3;19.04.2012
c:16181;1;01.01.2008
c:173118;1;01.08.2012
c:1607;1;01.05.2006
c:1607;2;29.01.2010
c:1607;3;30.08.2010
c:78759;1;01.05.2011
c:78759;2;10.06.2011
c:3562;1;21.04.2008
c:3562;2;24.06.2008
c:3562;3;17.01.2012
c:38655;1;28.06.2010
c:52406;1;01.08.2012
c:52406;2;23.10.2013
c:52406;3;14.11.2013
c:10864;1;01.06.2010
c:10864;2;14.11.2011
c:934;1;30.09.2008
c:934;2;01.01.2012
c:25600;1;01.01.2009
c:46943;1;05.06.2012
c:46943;2;01.08.2012
c:15829;1;15.11.2010
c:15829;2;13.04.2012
c:15829;3;01.01.2013
c:28483;1;12.09.2011
c:28483;2;09.09.2012
c:28483;3;31.07.2013
c:21040;1;01.04.2006
c:34549;1;01.06.2009
c:34549;2;22.07.2009
c:34549;3;20.08.2010
c:19538;1;01.07.2008
c:19538;2;18.11.2010
c:148139;1;01.07.2012
c:148139;2;11.12.2012
c:64694;1;01.01.2011
c:64694;2;30.10.2013
c:1923;1;01.11.2007
c:1923;2;21.08.2009
c:152560;1;01.06.2012
c:152560;2;06.09.2013
c:71639;1;15.04.2012
c:2351;1;01.02.2006
c:2351;2;12.01.2012
c:2351;3;06.03.2013
c:6854;1;17.07.2008
c:6854;2;05.10.2009
c:6854;3;10.09.2010
c:25306;1;15.06.2011
c:25306;2;23.12.2011
c:25306;3;06.06.2013
c:10915;1;25.05.2009
c:10915;2;30.01.2011
c:10915;3;13.11.2013
c:70661;1;01.06.2010
c:2434;1;01.01.2007
c:2434;2;01.06.2011
c:522;1;01.08.2001
c:522;2;30.12.2001
c:522;3;21.03.2011
c:1165;1;30.06.2008
c:1165;2;17.07.2008
c:1165;3;25.02.2009
c:1165;4;03.09.2009
c:1165;5;26.07.2010
c:1165;6;17.04.2012
c:80433;1;01.02.2011
c:80433;2;11.06.2012
c:79456;1;21.06.2011
c:17282;1;01.01.2006
c:3610;1;19.04.2009
c:3610;2;11.03.2011
c:3610;3;23.05.2011
c:59054;1;04.10.2010
c:59054;2;23.10.2011
c:59054;3;12.09.2013
c:22721;1;01.06.2009
c:22721;2;04.06.2009
c:22721;3;03.05.2010
c:22168;1;01.11.2011
c:22168;2;20.03.2012
c:22168;3;17.12.2012
c:1205;1;03.03.2011
c:1205;2;03.03.2011
c:1205;3;11.08.2012
c:1205;4;14.06.2013
c:23139;1;17.08.2010
c:23139;2;11.05.2012
c:23139;3;15.09.2012
c:51379;1;01.02.2011
c:51379;2;04.07.2013
c:23107;1;01.11.2010
c:23107;2;13.12.2010
c:50162;1;01.04.2011
c:15470;1;02.04.2012
c:25001;1;01.01.2012
c:163104;1;01.12.2012
c:163104;2;17.10.2013
c:43263;1;01.08.2009
c:43263;2;15.07.2011
c:12179;1;27.07.2010
c:12179;2;29.09.2010
c:12179;3;09.02.2011
c:42501;1;01.01.2007
c:15017;1;01.08.2011
c:15017;2;06.09.2011
c:1716;1;26.09.2006
c:1716;2;03.01.2008
c:1716;3;18.01.2011
c:6356;1;01.01.2008
c:7163;1;27.07.2010
c:46835;1;01.01.2010
c:46835;2;12.04.2011
c:46835;3;12.10.2011
c:17634;1;29.09.2010
c:47341;1;01.05.2010
c:42610;1;01.01.2005
c:10137;1;01.01.2011
c:10137;2;21.05.2013
c:47662;1;01.03.2010
c:29387;1;01.07.2003
c:29387;2;11.07.2012
c:58696;1;01.05.2010
c:13815;1;01.06.2009
c:55307;1;10.05.2011
c:55307;2;26.02.2012
c:55307;3;04.05.2012
c:55307;4;01.10.2012
c:2033;1;26.03.2009
c:2033;2;21.04.2010
c:2033;3;30.03.2011
c:444;1;01.01.2005
c:444;2;25.08.2007
c:444;3;21.09.2007
c:444;4;17.02.2009
c:454;1;01.04.2007
c:454;2;17.07.2008
c:454;3;07.11.2008
c:454;4;30.03.2009
c:454;5;06.06.2011
c:11531;1;01.01.2008
c:741;1;11.01.2010
c:741;2;25.01.2010
c:741;3;15.04.2011
c:37826;1;28.10.2011
c:37826;2;09.11.2011
c:37826;3;01.12.2011
c:7299;1;01.10.2012
c:7299;2;10.12.2012
c:7299;3;13.11.2013
c:35579;1;01.01.2012
c:21654;1;01.01.2004
c:57338;1;07.11.2011
c:57338;2;10.01.2013
c:16613;1;01.03.2008
c:8527;1;01.11.2006
c:8527;2;08.06.2010
c:1389;1;01.01.2006
c:1389;2;02.08.2010
c:1389;3;09.07.2013
c:63053;1;01.03.2011
c:63053;2;18.07.2013
c:668;1;06.05.2008
c:668;2;21.01.2009
c:668;3;16.06.2009
c:17070;1;01.01.2010
c:7329;1;26.06.2008
c:26666;1;01.01.1998
c:32475;1;29.04.2009
c:32475;2;10.03.2011
c:32475;3;13.09.2012
c:32475;4;03.12.2012
c:32475;5;25.11.2013
c:5585;1;01.09.2009
c:5585;2;18.02.2011
c:5585;3;20.03.2011
c:59298;1;01.05.2010
c:59298;2;22.07.2011
c:19725;1;01.10.2008
c:19725;2;02.02.2010
c:3770;1;01.01.2006
c:3770;2;22.10.2006
c:3770;3;02.03.2011
c:13127;1;16.07.2011
c:13127;2;01.01.2012
c:13127;3;01.06.2012
c:59187;1;01.12.2010
c:59187;2;12.03.2013
c:253;1;01.01.2004
c:253;2;05.03.2006
c:253;3;01.01.2011
c:1350;1;01.08.2006
c:1350;2;18.11.2010
c:26240;1;08.11.2010
c:26240;2;16.07.2012
c:26240;3;02.10.2012
c:3487;1;13.05.2011
c:3487;2;01.05.2012
c:2478;1;01.01.2007
c:2478;2;19.02.2008
c:51890;1;01.01.2010
c:148284;1;19.09.2009
c:38095;1;09.03.2011
c:38095;2;01.03.2012
c:38095;3;03.10.2012
c:41006;1;01.02.2010
c:41006;2;26.01.2011
c:27938;1;01.01.2011
c:28482;1;13.10.2010
c:28482;2;01.01.2012
c:5801;1;01.01.2009
c:5801;2;28.01.2009
c:5801;3;15.05.2011
c:5801;4;11.12.2013
c:17738;1;01.08.2009
c:22726;1;15.12.2009
c:22726;2;26.12.2009
c:22726;3;01.01.2010
c:43458;1;01.01.2004
c:195233;1;01.11.2012
c:6219;1;01.01.2008
c:6219;2;05.09.2008
c:6219;3;08.03.2009
c:6219;4;20.11.2010
c:38337;1;19.04.2011
c:38337;2;01.01.2013
c:20672;1;01.04.2013
c:20672;2;07.10.2013
c:44616;1;01.08.2010
c:44616;2;26.01.2011
c:60580;1;07.11.2011
c:60580;2;30.04.2012
c:1111;1;01.03.2010
c:1111;2;22.06.2010
c:1111;3;01.02.2011
c:2955;1;16.11.2008
c:2955;2;03.04.2012
c:2955;3;17.05.2012
c:148566;1;01.10.2011
c:703;1;01.01.2007
c:703;2;25.08.2007
c:703;3;21.01.2009
c:38721;1;01.06.2010
c:79431;1;07.01.2013
c:79431;2;13.11.2013
c:50449;1;27.09.2010
c:50449;2;15.03.2011
c:61783;1;01.01.2009
c:61783;2;30.11.2010
c:10199;1;01.01.2007
c:10199;2;14.04.2010
c:37304;1;01.03.2011
c:37304;2;25.06.2013
c:179507;1;01.09.2012
c:179507;2;19.06.2013
c:55122;1;15.02.2011
c:55122;2;25.06.2011
c:55122;3;07.03.2013
c:11498;1;01.01.2007
c:11498;2;11.10.2008
c:16134;1;01.01.2009
c:16134;2;10.08.2010
c:35511;1;18.12.2009
c:35511;2;15.08.2010
c:35511;3;01.05.2011
c:30152;1;01.01.2006
c:30152;2;28.02.2011
c:27339;1;01.10.2005
c:27339;2;18.01.2011
c:25510;1;01.01.2004
c:33519;1;01.05.2009
c:33519;2;09.12.2009
c:33519;3;04.01.2010
c:33519;4;14.02.2011
c:42223;1;01.04.2010
c:42223;2;21.02.2011
c:42223;3;02.07.2013
c:42497;1;22.12.2011
c:15123;1;10.11.2010
c:15123;2;24.08.2012
c:15123;3;01.09.2012
c:23588;1;29.01.2013
c:23588;2;17.11.2013
c:23588;3;02.12.2013
c:38273;1;01.01.2008
c:15018;1;22.07.2008
c:15018;2;20.08.2010
c:15018;3;19.01.2011
c:15018;4;24.08.2011
c:37335;1;01.01.2002
c:31559;1;01.01.2007
c:9665;1;01.01.2006
c:18163;1;01.04.2006
c:14345;1;01.09.2011
c:14345;2;26.09.2012
c:14345;3;12.12.2013
c:33416;1;25.07.2012
c:33416;2;11.12.2012
c:33416;3;05.02.2013
c:40147;1;01.01.2006
c:62269;1;27.07.2011
c:62269;2;07.02.2013
c:62269;3;09.05.2013
c:16273;1;01.04.2008
c:38196;1;18.11.2010
c:5411;1;25.01.2010
c:5411;2;09.02.2010
c:5411;3;21.02.2010
c:5411;4;20.09.2011
c:54465;1;01.01.2010
c:54465;2;21.03.2010
c:54465;3;18.02.2012
c:1042;1;31.12.2009
c:1756;1;06.07.2010
c:1756;2;16.01.2011
c:1756;3;28.02.2013
c:1756;4;07.08.2013
c:39101;1;09.05.2011
c:39101;2;05.04.2012
c:39101;3;02.07.2012
c:60186;1;12.07.2011
c:74341;1;01.09.2008
c:3950;1;09.01.2010
c:3950;2;19.04.2010
c:3950;3;22.12.2011
c:60457;1;24.10.2011
c:7748;1;18.03.2008
c:7748;2;22.12.2010
c:7748;3;11.09.2012
c:35903;1;01.10.2006
c:714;1;01.11.2011
c:714;2;03.02.2013
c:714;3;22.05.2013
c:90087;1;01.05.2011
c:90087;2;05.08.2013
c:9373;1;01.01.2007
c:9373;2;06.07.2011
c:16343;1;10.08.2009
c:13734;1;01.01.2010
c:4060;1;01.01.2008
c:4060;2;18.01.2011
c:58420;1;01.09.2010
c:58420;2;18.02.2013
c:815;1;24.02.2009
c:815;2;14.12.2009
c:815;3;29.01.2011
c:815;4;24.04.2011
c:42112;1;18.02.2010
c:42112;2;17.07.2010
c:16178;1;03.05.2000
c:16178;2;22.04.2009
c:16178;3;01.01.2010
c:25756;1;01.01.1999
c:208;1;15.12.2010
c:208;2;03.01.2012
c:208;3;05.12.2012
c:1078;1;13.07.2012
c:1078;2;01.01.2013
c:1600;1;25.06.2008
c:1600;2;13.02.2009
c:1600;3;31.07.2009
c:1600;4;21.12.2009
c:1600;5;30.08.2012
c:12071;1;10.11.2010
c:12071;2;08.06.2013
c:12071;3;03.10.2013
c:24681;1;01.08.2010
c:15509;1;13.11.2013
c:52378;1;01.01.2010
c:52378;2;15.08.2011
c:167;1;31.01.2008
c:167;2;06.06.2013
c:17758;1;05.08.2009
c:17758;2;06.09.2011
c:17758;3;30.05.2012
c:8339;1;01.07.2008
c:8339;2;02.10.2008
c:21343;1;01.08.2009
c:21343;2;11.07.2013
c:41747;1;01.01.2004
c:31549;1;01.01.2008
c:33198;1;05.10.2009
c:33198;2;01.11.2012
c:26702;1;01.01.2007
