contractId;ticketDate
6179-GJPSO;2023-04-17
8290-YWKHZ;2022-07-19
8290-YWKHZ;2022-12-17
8290-YWKHZ;2022-09-03
3806-DXQOM;2022-08-14
8957-THMOA;2022-11-14
8957-THMOA;2022-04-17
8957-THMOA;2023-08-21
1057-FOGLZ;2022-09-30
2153-MREFK;2023-02-01
2153-MREFK;2023-01-21
2153-MREFK;2023-02-06
2153-MREFK;2023-01-26
5793-YOLJN;2023-09-28
5793-YOLJN;2022-02-03
5793-YOLJN;2021-10-17
5793-YOLJN;2020-12-22
5793-YOLJN;2021-10-26
8035-BUYVG;2023-11-19
8035-BUYVG;2023-08-25
8035-BUYVG;2023-08-28
8035-BUYVG;2023-10-30
8035-BUYVG;2023-10-25
8945-MUQUF;2023-04-05
8945-MUQUF;2023-04-03
8945-MUQUF;2023-04-24
8945-MUQUF;2023-06-03
4021-RQSNY;2023-07-11
4021-RQSNY;2023-08-13
4021-RQSNY;2023-07-25
4021-RQSNY;2023-11-30
2931-VUVJN;2023-02-16
2931-VUVJN;2020-05-11
2931-VUVJN;2019-06-01
2931-VUVJN;2020-07-29
2931-VUVJN;2019-12-22
6418-PIQSP;2023-06-17
6418-PIQSP;2023-11-03
3689-MOZGR;2022-03-26
3689-MOZGR;2021-12-10
3988-RQIXO;2023-04-30
7622-FWGEW;2023-09-06
7622-FWGEW;2019-11-18
7622-FWGEW;2020-11-22
7622-FWGEW;2022-05-26
7622-FWGEW;2023-10-04
2659-VXMWZ;2023-09-24
2659-VXMWZ;2023-07-02
2659-VXMWZ;2023-09-08
2659-VXMWZ;2023-12-17
2659-VXMWZ;2023-08-27
2659-VXMWZ;2023-10-11
2659-VXMWZ;2023-11-29
3207-OYBWH;2022-08-24
3207-OYBWH;2023-01-20
3207-OYBWH;2022-11-13
3207-OYBWH;2022-09-27
3207-OYBWH;2022-08-30
3207-OYBWH;2022-10-30
4285-GYRQC;2023-09-26
8337-MSSXB;2023-09-05
8182-BJDSI;2022-02-17
8182-BJDSI;2022-03-09
3298-QEICA;2023-10-15
8097-VBQTZ;2021-02-01
8097-VBQTZ;2021-08-26
8097-VBQTZ;2021-07-30
8097-VBQTZ;2023-02-02
8069-RHUXK;2022-07-20
8069-RHUXK;2022-06-04
8069-RHUXK;2020-01-04
3398-GCPMU;2023-04-22
2908-WGAXL;2024-02-12
2908-WGAXL;2020-12-25
0866-QLSIR;2023-04-10
0866-QLSIR;2023-01-27
0866-QLSIR;2023-06-22
0866-QLSIR;2023-03-02
0866-QLSIR;2023-08-12
5732-IKGQH;2024-01-11
5732-IKGQH;2022-10-07
5732-IKGQH;2021-10-07
5732-IKGQH;2020-04-12
0320-JDNQG;2023-12-01
0320-JDNQG;2023-08-17
0320-JDNQG;2023-10-10
0320-JDNQG;2023-07-03
3571-RFHAR;2023-08-05
3571-RFHAR;2023-10-29
3571-RFHAR;2023-10-16
3571-RFHAR;2023-11-02
3571-RFHAR;2023-09-02
3571-RFHAR;2023-07-17
9578-VRMNM;2022-10-19
9578-VRMNM;2022-10-20
1587-FKLZB;2022-11-03
1587-FKLZB;2022-11-03
1587-FKLZB;2022-09-09
1587-FKLZB;2022-12-19
1587-FKLZB;2022-10-02
4307-KTUMW;2022-10-03
4307-KTUMW;2022-10-10
4307-KTUMW;2022-11-26
4307-KTUMW;2022-11-04
4307-KTUMW;2023-01-24
5440-FLBQG;2023-11-24
5440-FLBQG;2023-05-24
5440-FLBQG;2023-08-17
5440-FLBQG;2023-08-17
5440-FLBQG;2023-08-03
5440-FLBQG;2023-10-23
5440-FLBQG;2023-09-01
7470-MCQTK;2023-07-05
2027-FECZV;2022-09-22
2027-FECZV;2022-09-22
3870-MQAMG;2023-04-24
3870-MQAMG;2022-12-17
3870-MQAMG;2022-11-25
3870-MQAMG;2022-12-15
3870-MQAMG;2023-03-06
4800-CZMPC;2023-01-28
4800-CZMPC;2023-01-28
4800-CZMPC;2023-01-28
8949-JTMAY;2023-04-27
8949-JTMAY;2023-04-26
0869-PAPRP;2023-09-05
4612-THJBS;2022-03-04
4612-THJBS;2021-12-04
4612-THJBS;2022-04-02
4612-THJBS;2021-10-17
4612-THJBS;2021-11-22
4612-THJBS;2021-12-07
4277-BWBML;2018-11-15
4277-BWBML;2023-07-18
4277-BWBML;2019-09-27
4277-BWBML;2021-09-04
4094-NSEDU;2022-04-28
4094-NSEDU;2022-02-25
3450-WXOAT;2022-08-09
3450-WXOAT;2022-08-31
6650-BWFRT;2023-09-04
6650-BWFRT;2019-10-30
6650-BWFRT;2018-09-03
6650-BWFRT;2019-06-05
6650-BWFRT;2024-01-08
6650-BWFRT;2022-01-20
3757-NJYBX;2022-12-27
3757-NJYBX;2023-01-08
3757-NJYBX;2023-03-29
3787-TRIAL;2022-06-23
5136-KCKGI;2023-05-05
5136-KCKGI;2023-08-25
5136-KCKGI;2023-01-23
5197-PYEPU;2021-07-29
5197-PYEPU;2021-12-02
5197-PYEPU;2022-03-18
5197-PYEPU;2023-03-01
2929-ERCFZ;2023-03-12
9898-KZQDZ;2023-01-14
9898-KZQDZ;2023-01-10
9898-KZQDZ;2022-10-28
9898-KZQDZ;2022-12-26
9898-KZQDZ;2022-10-29
9898-KZQDZ;2022-10-09
5236-PERKL;2023-08-15
5236-PERKL;2023-08-26
5236-PERKL;2023-08-18
5236-PERKL;2023-04-09
5236-PERKL;2023-06-13
2519-FAKOD;2022-07-18
2519-FAKOD;2022-08-13
2519-FAKOD;2022-08-09
2519-FAKOD;2022-07-03
1254-IZEYF;2023-02-01
9492-TOKRI;2023-08-24
9221-OTIVJ;2023-02-18
3325-FUYCG;2022-09-30
3325-FUYCG;2022-08-22
1323-OOEPC;2022-08-13
1323-OOEPC;2022-09-08
1323-OOEPC;2022-06-19
1323-OOEPC;2022-04-24
1323-OOEPC;2022-05-31
1323-OOEPC;2022-07-25
0397-GZBBC;2023-04-03
0397-GZBBC;2023-03-11
0397-GZBBC;2022-09-17
0397-GZBBC;2023-05-09
6614-YWYSC;2021-03-01
7641-EUYET;2022-05-04
7641-EUYET;2022-06-24
7641-EUYET;2022-03-16
7641-EUYET;2021-11-21
7641-EUYET;2022-05-24
9921-ZVRHG;2022-11-12
6620-HVDUJ;2023-09-23
7641-TQFHN;2021-06-05
7641-TQFHN;2022-06-03
7641-TQFHN;2022-04-29
9668-PUGNU;2020-01-05
9668-PUGNU;2023-06-05
9668-PUGNU;2019-01-15
9668-PUGNU;2018-10-28
9668-PUGNU;2021-06-25
9668-PUGNU;2020-12-01
9565-AXSMR;2019-11-24
8922-LIEGH;2023-06-23
8922-LIEGH;2023-07-01
0022-TCJCI;2023-01-01
0022-TCJCI;2023-06-02
0022-TCJCI;2023-06-08
0022-TCJCI;2022-12-12
0022-TCJCI;2023-02-03
5397-NSKQG;2020-09-16
5397-NSKQG;2019-08-06
5397-NSKQG;2019-05-30
5397-NSKQG;2020-10-15
8178-EYZUO;2021-10-28
8178-EYZUO;2021-09-20
5130-IEKQT;2023-03-21
5130-IEKQT;2023-03-16
5130-IEKQT;2023-03-22
3230-WYKIR;2022-08-02
0407-BDJKB;2023-01-19
0407-BDJKB;2023-01-19
0407-BDJKB;2023-01-19
0407-BDJKB;2023-01-19
0407-BDJKB;2023-01-19
9600-UDOPK;2023-04-02
9600-UDOPK;2023-03-17
9600-UDOPK;2022-11-28
8216-AZUUZ;2022-09-19
8216-AZUUZ;2021-01-18
8216-AZUUZ;2021-08-01
3269-ATYWD;2023-06-12
0354-WYROK;2022-12-18
0354-WYROK;2023-02-17
0354-WYROK;2023-01-11
0354-WYROK;2022-08-24
0354-WYROK;2022-11-30
3969-JQABI;2022-05-24
3969-JQABI;2021-06-25
3969-JQABI;2022-05-10
5945-AZYHT;2022-12-17
5945-AZYHT;2019-05-09
5945-AZYHT;2018-05-10
4446-BZKHU;2022-10-15
4446-BZKHU;2022-10-08
4446-BZKHU;2022-09-21
4446-BZKHU;2022-09-24
4446-BZKHU;2022-10-18
4446-BZKHU;2022-09-23
3351-NQLDI;2022-01-27
3351-NQLDI;2022-07-22
3351-NQLDI;2022-05-31
3351-NQLDI;2022-02-23
3351-NQLDI;2022-04-14
3351-NQLDI;2022-03-30
3351-NQLDI;2022-02-13
3351-NQLDI;2022-04-15
3336-JORSO;2023-07-28
3336-JORSO;2023-05-24
3336-JORSO;2023-06-01
5315-CKEQK;2023-11-18
5315-CKEQK;2022-09-25
6769-DCQLI;2021-12-05
6769-DCQLI;2022-03-10
6769-DCQLI;2022-02-01
6769-DCQLI;2022-02-09
6769-DCQLI;2022-01-31
6769-DCQLI;2021-11-17
2195-ZRVAX;2023-07-03
2195-ZRVAX;2023-06-19
2195-ZRVAX;2023-10-30
3550-SAHFP;2023-06-08
3550-SAHFP;2023-01-21
2011-TRQYE;2022-05-31
2011-TRQYE;2022-02-25
2011-TRQYE;2022-01-30
5893-PYOLZ;2023-02-12
5893-PYOLZ;2019-10-14
5893-PYOLZ;2022-03-16
5893-PYOLZ;2023-01-29
4873-ILOLJ;2023-02-10
4873-ILOLJ;2023-02-10
9565-DJPIB;2023-04-01
9565-DJPIB;2023-01-26
5140-FOMCQ;2021-09-28
4659-NZRUF;2023-08-29
8429-XIBUM;2023-07-17
8429-XIBUM;2022-10-04
8510-AWCXC;2023-12-23
0431-APWVY;2022-04-18
0431-APWVY;2022-04-07
6100-QQHEB;2023-08-12
4404-HIBDJ;2024-02-19
4404-HIBDJ;2024-02-17
7295-JOMMD;2022-03-23
5013-SBUIH;2022-12-31
5013-SBUIH;2023-02-12
5013-SBUIH;2023-01-16
5013-SBUIH;2023-01-23
5013-SBUIH;2022-12-29
7209-JCUDS;2023-03-22
7209-JCUDS;2023-01-30
7209-JCUDS;2022-12-20
3001-CBHLQ;2022-03-15
3001-CBHLQ;2022-06-05
3001-CBHLQ;2022-04-11
1985-MBRYP;2022-09-25
1985-MBRYP;2023-07-14
3763-GCZHZ;2022-09-19
3763-GCZHZ;2022-05-06
3763-GCZHZ;2022-07-31
3763-GCZHZ;2022-04-11
3763-GCZHZ;2022-07-02
7599-NTMDP;2021-10-12
7599-NTMDP;2021-02-27
7599-NTMDP;2021-03-02
7599-NTMDP;2022-09-26
4831-EOBFE;2023-08-12
4831-EOBFE;2023-07-17
9170-GYZJC;2022-10-02
9170-GYZJC;2022-06-17
9170-GYZJC;2022-07-14
9170-GYZJC;2022-10-18
9170-GYZJC;2022-08-10
2454-RPBRZ;2023-02-04
2265-CYWIV;2023-05-29
0148-DCDOS;2022-12-24
0148-DCDOS;2022-12-13
0310-MVLET;2024-02-02
0310-MVLET;2024-02-03
0310-MVLET;2024-02-06
0310-MVLET;2024-01-26
0310-MVLET;2024-01-19
0310-MVLET;2024-01-25
0310-MVLET;2024-01-21
0310-MVLET;2024-01-28
4550-VBOFE;2022-12-18
4550-VBOFE;2023-04-11
4550-VBOFE;2023-04-12
4550-VBOFE;2023-04-23
4550-VBOFE;2023-09-22
4550-VBOFE;2022-12-24
4550-VBOFE;2023-07-11
9830-ECLEN;2019-09-20
9830-ECLEN;2020-06-22
9830-ECLEN;2023-10-13
9830-ECLEN;2022-10-02
7854-EDSSA;2022-02-16
7854-EDSSA;2022-05-23
8869-TORSS;2023-10-12
8869-TORSS;2023-10-12
8869-TORSS;2023-10-12
8869-TORSS;2023-10-12
4692-NNQRU;2023-06-18
0611-DFXKO;2023-08-14
0611-DFXKO;2023-03-29
7780-OTDSO;2023-03-09
7780-OTDSO;2023-02-15
3348-CFRNX;2022-08-14
3348-CFRNX;2022-07-15
5312-IRCFR;2023-07-17
5312-IRCFR;2019-03-29
5312-IRCFR;2020-06-03
5312-IRCFR;2024-02-25
8802-UNOJF;2022-08-18
8802-UNOJF;2022-08-18
6313-GIDIT;2023-07-21
6313-GIDIT;2023-09-29
6313-GIDIT;2023-08-27
2845-AFFTX;2023-06-09
2845-AFFTX;2023-01-24
2845-AFFTX;2023-03-17
2249-YPRNG;2022-03-21
2249-YPRNG;2022-05-04
7587-AOVVU;2022-03-05
7587-AOVVU;2022-08-28
5590-BYNII;2022-05-11
0596-BQCEQ;2023-02-02
0596-BQCEQ;2023-02-01
0596-BQCEQ;2023-02-04
0596-BQCEQ;2023-02-23
0596-BQCEQ;2022-12-29
0596-BQCEQ;2022-12-30
1481-ZUWZA;2022-07-24
1481-ZUWZA;2022-08-06
4830-FAXFM;2023-06-04
1303-SRDOK;2022-07-30
1303-SRDOK;2020-06-21
1303-SRDOK;2022-01-22
6295-OSINB;2023-05-13
6295-OSINB;2019-03-10
6295-OSINB;2019-07-23
6295-OSINB;2019-12-29
6295-OSINB;2024-01-04
1891-FZYSA;2022-07-06
1891-FZYSA;2022-05-20
1891-FZYSA;2022-08-04
1891-FZYSA;2022-08-23
1891-FZYSA;2022-08-24
1891-FZYSA;2022-01-19
2640-PMGFL;2023-11-28
7317-GGVPB;2023-03-22
7317-GGVPB;2023-04-08
7317-GGVPB;2023-03-21
7317-GGVPB;2023-08-01
7317-GGVPB;2023-06-23
7317-GGVPB;2023-08-09
7317-GGVPB;2023-11-02
1322-AGOQM;2022-03-06
1550-LOAHA;2021-12-29
1550-LOAHA;2022-02-22
1550-LOAHA;2022-04-30
1550-LOAHA;2022-01-05
1550-LOAHA;2022-03-12
8118-LSUEL;2023-07-21
7005-CCBKV;2022-08-15
2141-RRYGO;2023-02-23
5052-PNLOS;2023-08-06
1898-JSNDC;2021-04-15
4248-HCETZ;2023-01-17
4248-HCETZ;2023-03-27
4248-HCETZ;2023-05-24
7271-AJDTL;2021-06-29
7271-AJDTL;2023-08-18
7271-AJDTL;2023-10-10
4429-WYGFR;2022-02-23
5056-FIMPT;2023-04-28
5056-FIMPT;2022-08-02
8809-RIHDD;2023-09-19
8809-RIHDD;2023-09-19
8809-RIHDD;2023-09-19
8809-RIHDD;2023-09-19
8809-RIHDD;2023-09-19
8809-RIHDD;2023-09-19
8809-RIHDD;2023-09-19
4822-NGOCH;2023-08-19
4803-AXVYP;2023-10-14
4803-AXVYP;2023-10-25
9099-FTUHS;2022-07-31
4893-GYUJU;2021-08-30
4893-GYUJU;2021-03-27
8393-DLHGA;2022-08-27
8393-DLHGA;2022-08-07
2834-SPCJV;2022-08-16
2834-SPCJV;2022-10-15
2834-SPCJV;2022-07-15
6397-JNZZG;2022-07-24
6397-JNZZG;2022-09-29
6397-JNZZG;2022-09-13
6397-JNZZG;2022-06-04
3523-QRQLL;2022-02-08
3523-QRQLL;2021-11-15
0895-DQHEW;2022-02-06
0895-DQHEW;2022-02-08
0895-DQHEW;2022-04-10
0895-DQHEW;2022-03-16
7850-THJMU;2023-11-30
7850-THJMU;2022-11-18
8849-GYOKR;2021-11-14
8849-GYOKR;2022-04-07
8849-GYOKR;2022-03-10
0461-CVKMU;2023-04-11
0461-CVKMU;2023-03-21
0461-CVKMU;2023-06-20
9710-ZUSHQ;2023-12-29
9710-ZUSHQ;2024-01-07
9710-ZUSHQ;2023-12-15
9710-ZUSHQ;2023-12-26
8123-QBNAZ;2021-08-03
5498-TXHLF;2023-02-17
5498-TXHLF;2023-04-24
5498-TXHLF;2023-05-15
5498-TXHLF;2023-05-18
3902-FOIGH;2022-07-30
7112-OPOTK;2022-11-17
7112-OPOTK;2022-09-12
7112-OPOTK;2022-04-18
3318-OSATS;2021-08-25
3318-OSATS;2021-09-08
3318-OSATS;2021-09-14
3318-OSATS;2021-10-01
3318-OSATS;2021-11-08
5828-AVIPD;2023-04-11
7774-OJSXI;2023-02-27
7774-OJSXI;2023-06-18
7657-DYEPJ;2023-11-05
7657-DYEPJ;2023-11-22
8276-MQBYC;2023-09-11
8276-MQBYC;2023-06-22
8276-MQBYC;2023-08-23
8276-MQBYC;2023-06-27
0337-CNPZE;2023-07-29
0337-CNPZE;2023-09-03
1513-XNPPH;2022-06-24
1513-XNPPH;2022-06-24
0897-FEGMU;2022-06-25
8871-JLMHM;2021-01-10
8871-JLMHM;2019-05-03
8871-JLMHM;2022-03-20
8871-JLMHM;2021-02-28
8871-JLMHM;2019-10-27
0689-NKYLF;2022-11-04
3658-KIBGF;2023-01-08
5519-YLDGW;2023-06-28
5519-YLDGW;2023-06-07
7526-BEZQB;2023-10-01
8498-XXGWA;2022-12-31
8498-XXGWA;2024-01-10
8498-XXGWA;2019-05-05
8498-XXGWA;2023-10-18
4806-DXQCE;2023-03-14
4806-DXQCE;2019-09-27
4806-DXQCE;2022-05-20
7056-IMHCC;2022-12-18
7056-IMHCC;2022-10-06
7056-IMHCC;2022-09-18
8749-JMNKX;2022-07-22
8749-JMNKX;2022-07-20
8749-JMNKX;2022-08-05
8749-JMNKX;2022-07-12
8749-JMNKX;2022-06-18
2430-USGXP;2023-03-29
2430-USGXP;2023-03-29
2430-USGXP;2023-03-29
5955-ERIHD;2023-01-12
5955-ERIHD;2022-08-25
0917-EZOLA;2023-02-20
0917-EZOLA;2023-02-20
0917-EZOLA;2023-02-20
0917-EZOLA;2023-02-20
0917-EZOLA;2023-02-20
0917-EZOLA;2023-02-20
0917-EZOLA;2023-02-20
0311-UNPFF;2022-04-14
0311-UNPFF;2022-04-19
0311-UNPFF;2022-03-04
0311-UNPFF;2022-04-04
7599-FKVXZ;2022-10-01
7599-FKVXZ;2022-11-18
7599-FKVXZ;2022-09-17
7599-FKVXZ;2022-08-24
0748-RDGGM;2022-08-12
0748-RDGGM;2022-09-27
0748-RDGGM;2023-04-07
0748-RDGGM;2022-12-09
0748-RDGGM;2023-03-20
5889-JTMUL;2023-06-18
5889-JTMUL;2023-06-07
5889-JTMUL;2023-07-15
5889-JTMUL;2023-05-26
9474-PHLYD;2023-12-28
2165-VOEGB;2023-09-10
2165-VOEGB;2023-02-25
2165-VOEGB;2023-04-18
2165-VOEGB;2023-04-06
8914-RBTSB;2023-08-05
8914-RBTSB;2023-12-08
8914-RBTSB;2024-01-23
0963-ZBDRN;2023-06-03
0963-ZBDRN;2023-05-17
0963-ZBDRN;2023-04-29
2045-BMBTJ;2022-07-29
2045-BMBTJ;2021-08-01
6741-EGCBI;2022-07-19
6741-EGCBI;2023-09-01
7541-YLXCL;2023-01-03
7541-YLXCL;2023-01-03
7541-YLXCL;2023-01-03
8722-NGNBH;2022-04-16
3656-TKRVZ;2023-04-17
8623-TMRBY;2022-04-06
8623-TMRBY;2022-03-05
8623-TMRBY;2022-05-07
8623-TMRBY;2022-03-31
8623-TMRBY;2022-03-11
4488-KQFDT;2020-04-25
4488-KQFDT;2019-03-29
4488-KQFDT;2019-06-19
4488-KQFDT;2019-12-29
4488-KQFDT;2022-02-20
2612-RANWT;2022-09-22
2612-RANWT;2022-09-22
6900-PXRMS;2023-02-09
6900-PXRMS;2023-02-16
6900-PXRMS;2023-02-23
1771-OADNZ;2023-11-02
1771-OADNZ;2023-09-24
8450-LUGUK;2022-05-28
8450-LUGUK;2022-03-12
8450-LUGUK;2021-11-10
0795-GMVQO;2019-07-10
0795-GMVQO;2022-11-07
9378-FXTIZ;2023-12-08
9378-FXTIZ;2024-01-06
9378-FXTIZ;2023-10-05
1723-HKXJQ;2023-02-20
1723-HKXJQ;2023-05-14
1723-HKXJQ;2023-02-02
1723-HKXJQ;2023-03-14
1723-HKXJQ;2023-05-09
1723-HKXJQ;2023-05-21
2364-UFROM;2021-09-19
2364-UFROM;2023-05-27
4433-JCGCG;2022-11-14
4433-JCGCG;2022-09-16
4433-JCGCG;2023-03-21
4433-JCGCG;2022-11-15
6038-GCYEC;2023-12-20
7032-LMBHI;2023-12-20
7032-LMBHI;2022-04-27
1150-WFARN;2022-12-23
1150-WFARN;2022-12-13
1150-WFARN;2022-12-06
1150-WFARN;2022-11-17
1150-WFARN;2023-03-15
1150-WFARN;2023-03-23
6688-UZPWD;2022-12-07
8328-SKJNO;2022-12-09
9057-SIHCH;2023-11-24
6771-XWBDM;2022-02-05
6771-XWBDM;2022-06-08
6771-XWBDM;2021-10-07
6771-XWBDM;2021-11-30
6771-XWBDM;2022-02-23
9351-HXDMR;2021-08-29
9351-HXDMR;2019-09-02
9351-HXDMR;2023-04-24
9351-HXDMR;2022-09-23
9351-HXDMR;2018-09-14
9351-HXDMR;2022-08-05
1866-RZZQS;2022-07-05
1866-RZZQS;2022-08-09
1866-RZZQS;2022-04-02
1866-RZZQS;2022-04-26
8631-NBHFZ;2022-02-06
8631-NBHFZ;2022-05-09
8631-NBHFZ;2022-04-12
8631-NBHFZ;2021-12-29
8631-NBHFZ;2022-01-04
8631-NBHFZ;2022-03-25
8631-NBHFZ;2022-05-07
4958-XCBDQ;2022-02-09
4958-XCBDQ;2022-10-13
4958-XCBDQ;2022-06-17
8337-UPOAQ;2023-12-15
0064-YIJGF;2023-01-05
0064-YIJGF;2023-05-23
1725-IQNIY;2023-03-30
1725-IQNIY;2023-08-06
1725-IQNIY;2023-09-21
1725-IQNIY;2023-04-19
6712-OAWRH;2022-07-26
2930-UOTMB;2022-01-29
2930-UOTMB;2021-11-12
2930-UOTMB;2022-05-20
2533-QVMSK;2024-01-11
2533-QVMSK;2023-12-19
2533-QVMSK;2023-12-24
2533-QVMSK;2023-12-22
2533-QVMSK;2024-01-01
2533-QVMSK;2024-01-04
2533-QVMSK;2024-01-15
8625-AZYZY;2022-07-05
8625-AZYZY;2022-07-05
8374-XGEJJ;2023-11-26
8374-XGEJJ;2023-05-15
8374-XGEJJ;2023-11-22
8374-XGEJJ;2023-09-22
8374-XGEJJ;2023-08-16
6946-LMSQS;2023-10-01
2325-ZUSFD;2022-06-08
2325-ZUSFD;2022-06-19
2325-ZUSFD;2022-10-03
2325-ZUSFD;2022-11-02
2325-ZUSFD;2022-10-15
3932-CMDTD;2023-02-25
4039-HEUNW;2022-12-21
4039-HEUNW;2022-12-21
4039-HEUNW;2022-12-21
3594-UVONA;2023-06-29
3594-UVONA;2023-01-25
5089-IFSDP;2021-11-05
5089-IFSDP;2021-08-27
5089-IFSDP;2022-06-14
0365-BZUWY;2023-11-04
4817-VYYWS;2023-10-07
4817-VYYWS;2024-02-23
4817-VYYWS;2024-01-22
2403-BCASL;2023-01-03
2403-BCASL;2022-12-13
2403-BCASL;2023-03-03
2403-BCASL;2023-01-24
2403-BCASL;2023-02-09
2898-LSJGD;2021-12-07
2898-LSJGD;2022-03-27
3886-CERTZ;2022-10-27
3886-CERTZ;2022-10-27
3886-CERTZ;2022-10-27
3886-CERTZ;2022-10-27
3886-CERTZ;2022-10-27
3886-CERTZ;2022-10-27
1093-YSWCA;2024-02-08
8938-UMKPI;2022-09-12
8938-UMKPI;2023-02-21
8938-UMKPI;2022-07-26
6319-IEJWJ;2023-02-25
6319-IEJWJ;2023-07-15
6319-IEJWJ;2023-02-05
9025-AOMKI;2023-06-11
9025-AOMKI;2023-06-18
5154-VEKBL;2023-07-14
5655-JSMZM;2022-04-21
5655-JSMZM;2022-04-22
5655-JSMZM;2022-04-03
5655-JSMZM;2022-04-15
7225-CBZPL;2023-05-22
4652-NNHNY;2023-01-24
5382-TEMLV;2021-08-26
3441-CGZJH;2022-05-31
3441-CGZJH;2022-03-13
3441-CGZJH;2020-09-29
8868-WOZGU;2022-10-29
8868-WOZGU;2022-10-04
0406-BPDVR;2023-06-11
0406-BPDVR;2023-08-09
0406-BPDVR;2023-09-10
0406-BPDVR;2023-04-09
0406-BPDVR;2023-08-13
9823-EALYC;2020-05-21
9823-EALYC;2021-07-12
9823-EALYC;2023-12-02
6615-NGGZJ;2022-07-18
4334-HOWRP;2020-10-07
4334-HOWRP;2018-08-25
2525-GVKQU;2021-07-06
2126-GSEGL;2021-08-19
2126-GSEGL;2020-08-15
2126-GSEGL;2021-02-19
2126-GSEGL;2020-04-04
2126-GSEGL;2022-04-30
9667-EQRXU;2022-11-11
3045-XETSH;2022-04-19
9140-CZQZZ;2019-05-26
0531-ZZJWQ;2021-03-31
0531-ZZJWQ;2021-03-11
7683-CBDKJ;2023-05-17
0946-CLJTI;2023-09-07
0946-CLJTI;2023-11-11
0946-CLJTI;2023-11-02
0946-CLJTI;2023-08-05
0946-CLJTI;2023-12-05
0112-QWPNC;2023-11-09
0112-QWPNC;2023-11-19
0324-BRPCJ;2023-05-30
0324-BRPCJ;2022-11-05
0324-BRPCJ;2022-11-03
0324-BRPCJ;2022-10-28
0324-BRPCJ;2022-11-25
0324-BRPCJ;2023-03-25
0324-BRPCJ;2022-10-17
9189-JWSHV;2022-06-15
9189-JWSHV;2022-06-15
6211-WWLTF;2022-09-12
6211-WWLTF;2020-08-10
6211-WWLTF;2023-06-10
6211-WWLTF;2019-01-23
6211-WWLTF;2021-06-19
6211-WWLTF;2020-03-09
0576-WNXXC;2022-12-21
0576-WNXXC;2023-01-03
0576-WNXXC;2022-11-20
8626-XHBIE;2023-08-30
8626-XHBIE;2023-12-22
8626-XHBIE;2023-06-28
8626-XHBIE;2022-09-26
4628-CTTLA;2021-10-17
4628-CTTLA;2021-11-20
4628-CTTLA;2022-06-18
4628-CTTLA;2021-12-20
2748-MYRVK;2023-07-14
2748-MYRVK;2023-06-08
2748-MYRVK;2023-04-27
2748-MYRVK;2023-05-11
2748-MYRVK;2023-06-19
2748-MYRVK;2023-05-08
6559-ILWKJ;2021-12-03
6559-ILWKJ;2021-12-07
6559-ILWKJ;2021-10-12
6559-ILWKJ;2021-11-27
6559-ILWKJ;2021-11-01
6559-ILWKJ;2022-01-23
6559-ILWKJ;2021-09-18
9253-VIFJQ;2021-06-19
4902-OHLSK;2023-04-25
4902-OHLSK;2023-04-10
4902-OHLSK;2023-04-12
2357-COQEK;2023-09-30
2357-COQEK;2023-10-11
3737-GCSPV;2022-04-01
4088-YLDSU;2022-02-22
4088-YLDSU;2022-06-18
4088-YLDSU;2021-12-14
8706-HRADD;2022-12-07
2034-CGRHZ;2022-12-16
2034-CGRHZ;2022-12-16
4228-ZGYUW;2022-09-10
5016-LIPDW;2023-03-17
5016-LIPDW;2019-09-05
5016-LIPDW;2021-09-21
5016-LIPDW;2022-02-10
5016-LIPDW;2020-05-26
1567-DSCIC;2023-05-31
2150-UWTFY;2022-05-15
2150-UWTFY;2022-08-24
2150-UWTFY;2022-08-21
2683-BPJSO;2023-03-22
2683-BPJSO;2023-01-07
2157-MXBJS;2022-04-25
9360-AHGNL;2023-03-09
9360-AHGNL;2022-12-08
9360-AHGNL;2022-11-17
2632-UCGVD;2021-10-29
2632-UCGVD;2022-03-24
2632-UCGVD;2022-04-06
2632-UCGVD;2022-01-26
2632-UCGVD;2022-01-23
5445-PZWGX;2023-03-04
5445-PZWGX;2023-02-19
5445-PZWGX;2023-01-30
5445-PZWGX;2023-02-17
6425-YQLLO;2022-12-25
6425-YQLLO;2023-03-01
6425-YQLLO;2022-11-17
6425-YQLLO;2022-10-11
6425-YQLLO;2022-10-25
6425-YQLLO;2022-10-02
2114-MGINA;2022-07-08
2114-MGINA;2022-08-25
4489-SNOJF;2022-09-18
4489-SNOJF;2022-11-09
4489-SNOJF;2022-08-18
9732-OUYRN;2022-09-30
6899-PPEEA;2024-01-28
6899-PPEEA;2024-01-17
6899-PPEEA;2024-01-26
2187-LZGPL;2023-05-31
6288-LBEAR;2023-05-22
4597-NUCQV;2024-01-30
4597-NUCQV;2024-01-30
2979-SXESE;2023-01-19
4013-TLDHQ;2023-06-04
2674-MLXMN;2020-06-20
2674-MLXMN;2019-03-18
2674-MLXMN;2019-08-16
2674-MLXMN;2020-12-20
2674-MLXMN;2021-12-03
2674-MLXMN;2023-05-24
0537-QYZZN;2022-10-01
0537-QYZZN;2024-01-16
7632-YUTXB;2022-12-27
7481-ATQQS;2022-12-31
7481-ATQQS;2023-01-14
7481-ATQQS;2023-01-14
3400-ESFUW;2022-03-14
3400-ESFUW;2022-02-04
3400-ESFUW;2022-03-13
3400-ESFUW;2022-01-15
3400-ESFUW;2022-01-03
