LocalCode:42;Name;state;city;zip_code;latitude;longitude;OfficeAddress;id;FoundingDate;closedDate;acquiredDate;object_id;BusinessField;NumContributors;NumPartners
638;ThermalTherapeuticSystems;PA;Pittsburgh;15218;40.418851;-79.904163;Pittsburgh PA 15218;c:36742;01.06.2006;03.04.2018;;c:36742;medical;3;3
691;GuardianEdge Technologies;CA;San Mateo;94404;37.778613;-122.395289;;c:3962;01.01.2002;;26.05.2018;c:3962;software;3.3333;10
196;Gradient X;CA;Santa Monica;90405;34.019657;-118.487549;Santa Monica CA 90405;c:162116;01.01.2012;;18.04.2019;c:162116;mobile;9;5
906;ezzai - how to arabia;IL;Warrenville;60555;41.817807;-88.173402;Warrenville IL 60555;c:55044;01.08.2010;10.10.2016;;c:55044;web;2;1
1033;rPath;NC;Raleigh;27607;35.79181;-78.74123;;c:7207;01.04.2005;25.08.2018;;c:7207;enterprise;2.75;8
1115;Boomi;PA;Berwyn;19312;40.063476;-75.457492;;c:863;01.03.2000;;12.10.2016;c:863;enterprise;1.5;4
183;VoloMedia;CA;Sunnyvale;94086;37.382376;-122.037607;;c:16066;01.01.2005;16.08.2017;;c:16066;advertising;2;4
363;Flixster;CA;San Francisco;94103;37.766909;-122.406676;;c:220;20.01.2006;;26.10.2018;c:220;web;2.6667;12
894;Wesabe;CA;San Francisco;94104;37.793148;-122.402567;;c:54;01.12.2005;09.02.2017;;c:54;web;1.5;3
1147;OfferLounge;CA;Morgan Hill;95037;26.0524615;-80.1378809;;c:9730;01.01.2008;29.11.2018;;c:9730;public_relations;2;3
549;NeoEdge Networks;CA;Mountain View;94041;37.393679;-122.079017;;c:3122;02.05.2002;;01.08.2015;c:3122;advertising;1.6667;10
636;SemiSouth Laboratories;TX;Austin;78729;30.435079;-97.770139;Austin TX 78729;c:36579;01.07.2000;20.06.2016;;c:36579;semiconductor;3;0
750;Camiant;MA;Marlborough;;42.345927;-71.552287;Marlborough MA 01752-4603;c:43327;01.01.2003;;17.11.2019;c:43327;software;2.5;3
291;NuConomy;CA;San Francisco;94115;37.795191;-122.430411;;c:1789;01.01.2006;;01.09.2015;c:1789;advertising;2;4
671;Flowtown;CA;San Francisco;94110;37.779281;-122.419236;San Francisco CA 94110;c:38339;01.02.2009;;08.01.2019;c:38339;analytics;9;6
90;GlobalCrypto;GA;Atlanta;30308;33.776834;-84.3895875;;c:13410;01.06.2006;25.09.2015;;c:13410;software;2;0
766;Bioenvision;NY;New York;10154;40.730646;-73.986614;New York NY 10154;c:43915;01.01.1996;27.06.2015;;c:43915;biotech;3;3
653;Teranetics;CA;San Jose;95134;37.404788;-121.940842;San Jose CA 95134;c:37712;01.01.2000;;30.07.2016;c:37712;semiconductor;5.3333;5
587;WebVisible;CA;Playa Vista;90094;33.97279;-118.427578;Playa Vista CA 90094;c:3288;01.01.2001;08.01.2017;;c:3288;software;1.3333;33
7;GoodGuide;CA;San Francisco;94111;37.7983181;-122.4000032;;c:10179;01.12.2007;;16.12.2017;c:10179;web;3;14
596;ViVu;CA;Cupertino;95014;37.320309;-122.05004;Cupertino CA 95014;c:33869;01.01.2009;;24.11.2015;c:33869;messaging;2.5;7
356;avVenta;NY;New York;10013;40.730646;-73.986614;New York NY 10013;c:21528;01.01.2005;;13.05.2017;c:21528;advertising;1;10
542;DiJiPOP;RI;Providence;2906;51.43247;-2.664213;Providence RI 2906;c:30820;01.11.2008;;21.07.2019;c:30820;advertising;1.5;6
443;Layer 7 Technologies;DC;Washington;20005;38.897976;-77.028561;;c:25782;01.01.2003;;27.07.2017;c:25782;software;2;3
487;DeliveryEdge;CA;San Francisco;94107;37.781689;-122.391061;;c:278;01.09.2006;26.07.2018;;c:278;ecommerce;1;6
1050;Solmentum;CA;San Francisco;94105;37.779281;-122.419236;San Francisco CA 94105;c:75500;01.07.2009;02.06.2018;;c:75500;cleantech;4;4
1009;Pipewise;CA;San Francisco;94105;37.787249;-122.3990501;;c:67806;01.09.2010;29.07.2016;;c:67806;enterprise;1;16
55;GridNetworks;WA;Seattle;98104;47.602873;-122.336132;;c:1212;01.01.2004;25.03.2015;;c:1212;network_hosting;2;7
560;MAP Pharmaceuticals;CA;Mountain View;;39.78373;-100.445882;Mountain View CA 94043-1107;c:31754;01.01.2003;;27.08.2016;c:31754;biotech;6;1
429;ORCA, Inc.;NY;New York;10016;40.745003;-73.983229;;c:25307;01.01.2008;;19.03.2017;c:25307;ecommerce;3;5
307;Amobee;CA;Redwood City;94065;37.52845;-122.263721;;c:1870;01.05.2005;;07.05.2018;c:1870;advertising;2.3333;25
475;KOTURA;CA;Monterey Park;91754;34.045919;-118.16525;;c:27285;01.01.2004;;27.10.2017;c:27285;cleantech;4.5;4
837;Auvitek International;TX;Plano;75023;33.068275;-96.711101;Plano TX 75023;c:48640;01.03.2004;10.12.2016;;c:48640;semiconductor;4;32
305;Outright;CA;Mountain View;94041;37.287285;-121.942932;;c:18470;01.06.2008;;26.10.2015;c:18470;enterprise;3.5;12
354;Phurnace Software;TX;Austin;78701;30.271393;-97.748623;;c:21395;01.01.2007;;01.05.2015;c:21395;software;2;9
426;FastSoft;CA;Pasadena;91105;34.142973;-118.140553;;c:25132;01.01.2006;;05.11.2017;c:25132;software;1;7
1032;GrandCentral;CA;Fremont;94538;37.465645;-121.932202;;c:72;01.04.2006;;21.02.2015;c:72;mobile;1;9
261;Speedshape;MI;Bingham Farms;48025;42.548008;-83.214753;;c:17429;01.01.2003;01.07.2015;;c:17429;advertising;1;2
838;BlueLithium;CA;San Jose;95128;37.32052;-121.948399;;c:487;01.01.2004;;08.06.2018;c:487;advertising;2;15
707;Media Chaperone;IL;Chicago;60657;41.875555;-87.624421;Chicago IL 60657;c:40665;01.01.2009;31.05.2018;;c:40665;web;1;2
523;Giant Realm;NY;New York;10036;40.7566658;-73.9827553;;c:2972;01.01.2007;;03.07.2015;c:2972;web;2;13
303;Invite Media;PA;Philadelphia;10011;39.951311;-75.169522;;c:1832;01.02.2007;;27.10.2017;c:1832;advertising;1.6667;17
529;UpMo;CA;Mountain View;94043;37.406914;-122.09037;Mountain View CA 94043;c:30173;01.01.2011;03.08.2017;;c:30173;enterprise;3;11
267;Appscio;CA;Freedom;;36.9397206;-121.7768449;;c:17512;01.01.2006;28.12.2016;;c:17512;software;1;4
1098;Eons;MA;Boston;2129;42.375219;-71.056101;;c:833;01.01.2005;27.08.2015;;c:833;network_hosting;3.5;14
971;LocaModa;MA;Cambridge;2142;42.358822;-71.104329;;c:615;01.01.2007;;16.10.2016;c:615;advertising;2;8
258;Meraki;CA;San Francisco;94110;37.392443;-122.072517;;c:1731;01.04.2006;;18.08.2018;c:1731;network_hosting;2.25;16
693;MPOWER Mobile;TX;Austin;78701;30.280148;-97.749908;Austin TX 78701;c:39755;01.01.2005;11.05.2015;;c:39755;mobile;1;1
89;Haute Secure;WA;Seattle;98109;47.638456;-122.356965;;c:134;01.01.2006;;12.06.2016;c:134;security;1.5;5
984;Intelliworks;MD;Bethesda;20814;39.116333;-77.181307;;c:6313;01.12.2004;;14.10.2015;c:6313;enterprise;2.5;6
27;Meridian;OR;Portland;97209;45.520247;-122.674195;Portland OR 97209;c:107746;01.03.2011;;28.02.2016;c:107746;enterprise;3;6
437;Kluster;NY;New York;10016;40.723652;-73.985281;;c:2566;01.01.2008;;10.07.2016;c:2566;web;1;0
827;International Battery;PA;Allentown;18106;40.602206;-75.471279;Allentown PA 18106;c:47440;01.01.2008;16.12.2015;;c:47440;cleantech;1;0
770;Jingle Networks;NY;New York;10016;37.480999;-122.173887;;c:44;01.09.2005;;30.12.2017;c:44;mobile;3.1667;12
536;SemEquip;MA;North Billerica;;42.5656454;-71.3222696;;c:30527;01.01.2000;;18.04.2019;c:30527;semiconductor;2;3
1096;ItsGoinOn;CA;Los Angeles;90017;34.054935;-118.244476;Los Angeles CA 90017;c:83176;01.05.2010;11.01.2017;;c:83176;games_video;1;3
343;mSnap;CO;Denver;80202;39.750152;-104.996438;Denver CO 80202;c:20488;01.06.2005;;29.01.2017;c:20488;mobile;1;6
412;Biofisica;GA;Duluth;30097;34.062588;-84.16923;;c:24570;01.01.2000;30.08.2015;;c:24570;biotech;3;5
344;Ardian;CA;Mountain View;94043;37.406914;-122.09037;Mountain View CA 94043;c:20506;01.01.2003;;20.03.2016;c:20506;biotech;4;8
1016;Tracelytics;RI;Providence;2903;51.43247;-2.664213;Providence RI 2903;c:69279;01.07.2010;;13.10.2016;c:69279;enterprise;4;8
389;Canopy Financial;CA;San Francisco;94105;37.791388;-122.392148;;c:23192;01.01.2004;21.09.2018;;c:23192;finance;1;6
661;Kyte;CA;San Francisco;94102;37.788482;-122.409173;;c:38;01.12.2006;;23.02.2015;c:38;games_video;3;11
1042;Ounce Labs;MA;Waltham;2451;42.393662;-71.255855;;c:7376;01.10.2002;;01.06.2018;c:7376;software;2.5;7
185;Crossbeam Systems;MA;Boxborough;1719;42.496515;-71.480233;;c:16070;01.01.2000;;02.01.2016;c:16070;security;5.5;13
890;PacketHop;CA;Redwood City;94065;37.534538;-122.252466;Redwood City CA 94065;c:53814;01.01.2002;23.07.2017;;c:53814;public_relations;4;2
891;Inaura;UT;Salt Lake City;84124;40.767013;-111.890431;Salt Lake City UT 84124;c:53831;01.01.2007;20.09.2017;;c:53831;other;1;3
405;DynaPump;TX;The Woodlands;77380;30.161661;-95.471256;;c:24040;01.01.1992;07.06.2018;;c:24040;cleantech;1;0
708;Immunet Corporation;CA;Palo Alto;94306;37.424298;-122.139809;Palo Alto CA 94306;c:40762;01.07.2008;;23.08.2018;c:40762;software;2;3
1049;CopperEgg Corporation;TX;Austin;78701;30.280148;-97.749908;Austin TX 78701;c:75008;01.06.2010;;07.12.2016;c:75008;enterprise;1.5;3
330;Wink;CA;Mountain View;94041;37.40047;-122.072981;;c:197;19.08.2004;;06.06.2015;c:197;search;2;5
544;PopularMedia;CA;San Francisco;94103;37.767575;-122.411157;;c:3087;01.01.2003;;21.11.2018;c:3087;advertising;2.5;8
383;Miyowa;CA;San Francisco;94105;37.779281;-122.419236;San Francisco CA 94105;c:23098;14.04.2003;;22.11.2016;c:23098;mobile;2;3
802;Intrusic;MA;Burlington;1803;42.504817;-71.195611;Burlington MA 1803;c:45792;01.01.2001;30.08.2015;;c:45792;software;1;1
646;Dashwire;WA;Seattle;98103;47.603832;-122.330062;Seattle WA 98103;c:37215;11.08.2006;;31.08.2019;c:37215;mobile;1.6667;10
552;Reddit;CA;San Francisco;94107;37.780883;-122.395257;;c:314;01.01.2005;;16.11.2016;c:314;web;1;9
697;Pure Digital Technologies;CA;San Francisco;94108;37.779281;-122.419236;San Francisco CA 94108;c:3991;01.09.2001;;24.06.2017;c:3991;hardware;4;11
239;Voxify;CA;Alameda;94501;37.789429;-122.276524;Alameda CA 94501;c:16892;01.01.2001;;15.04.2016;c:16892;enterprise;3.6667;5
672;EvoApp;NC;Durham;27701;35.986906;-78.896718;Durham NC 27701;c:38460;01.01.2009;01.07.2017;;c:38460;analytics;9.5;8
996;Visual Revenue;NY;New York;10001;40.750519;-73.993494;New York NY 10001;c:64959;01.03.2010;;23.05.2019;c:64959;analytics;3;5
634;Calibra Medical;CA;Redwood City;94063;37.484347;-122.225803;Redwood City CA 94063;c:36484;01.01.2004;;29.06.2018;c:36484;biotech;5;1
825;Offermatic;CA;San Mateo;94401;37.566009;-122.321646;San Mateo CA 94401;c:47270;01.02.2010;19.05.2019;;c:47270;web;3;6
263;HiWired;MA;Needham;2494;42.2960173;-71.2128734;;c:17433;01.01.2004;;08.11.2017;c:17433;software;1.5;2
119;DateMyFamily.com;FL;Weston;33327;26.106273;-80.41894;Weston FL 33327;c:144687;11.11.2011;12.11.2017;;c:144687;social;1;4
1004;Hyperic;CA;Palo Alto;94304;37.4027811;-122.1441615;;c:6592;01.01.2004;;09.10.2015;c:6592;software;2;4
610;Optimal;CA;San Francisco;94104;37.779281;-122.419236;San Francisco CA 94104;c:34545;01.01.2008;;24.03.2019;c:34545;advertising;5;10
246;SendMeHome.com;CA;Santa Barbara;93101;34.430786;-119.715074;;c:17030;01.07.2008;18.06.2016;;c:17030;games_video;2;2
88;Q-magic;CA;Palo Alto;94301;37.448944;-122.161415;;c:13358;01.02.2007;29.03.2018;;c:13358;public_relations;1;3
22;Geodelic Systems;CA;Los Angeles;90034;34.005914;-118.488129;;c:10610;01.01.2008;27.07.2018;;c:10610;mobile;2;8
1014;BlockBeacon;CA;Santa Monica;90401;34.019657;-118.487549;Santa Monica CA 90401;c:68470;01.01.2012;;20.10.2015;c:68470;web;1;12
8;PostPath;CA;Mountain View;94041;37.390501;-122.081151;;c:10197;01.01.2003;;31.03.2018;c:10197;web;2.5;2
595;Attune Systems;CA;Santa Clara;95054;37.386778;-121.966277;Santa Clara CA 95054;c:33771;01.01.1999;21.02.2018;;c:33771;hardware;1;6
757;TokBox;CA;San Francisco;94107;37.779507;-122.39071;;c:437;01.05.2007;;12.11.2016;c:437;messaging;3.6667;27
175;Avega Systems;CA;Mountain View;94040;37.391642;-122.093935;Mountain View CA 94040;c:15870;01.01.2005;28.02.2016;;c:15870;hardware;3;2
336;Heartscape;MD;Columbia;;39.2328783;-76.8204666;;c:20062;01.01.2000;;13.04.2016;c:20062;biotech;1;6
493;PeerMe;CA;Mountain View;94043;37.419819;-122.090188;;c:281;01.01.2004;22.02.2016;;c:281;games_video;3;2
333;Pacinian;WA;SPOKANE;99202;47.657943;-117.421226;SPOKANE WA 99202;c:19869;01.04.2007;22.07.2019;;c:19869;hardware;1;3
1091;neoSaej;MA;Burlington;1803;42.485691;-71.19862;;c:8251;01.01.2006;02.08.2015;;c:8251;web;1;1
962;Kiha Software;WA;Seattle;98104;39.78373;-100.445882;Seattle WA 98104;c:60243;01.01.2008;14.09.2018;;c:60243;software;1;1
867;Vlingo;MA;Cambridge;2138;42.372912;-71.118999;;c:513;01.06.2006;;24.12.2016;c:513;mobile;2;18
321;Tizor Systems;MA;Maynard;1754;42.432106;-71.453968;Maynard MA 1754;c:19483;01.01.2002;;03.11.2019;c:19483;enterprise;5;4
842;Cerona Networks;MD;Frederick;21703;39.414219;-77.410927;Frederick MD 21703;c:49341;01.01.2002;21.11.2016;;c:49341;public_relations;1;0
561;Oorja Protonics;CA;Fremont;94538;37.54827;-121.988572;Fremont CA 94538;c:31764;01.01.2004;24.09.2015;;c:31764;cleantech;1;1
876;Hurricane Party;TX;Austin;78701;30.280148;-97.749908;Austin TX 78701;c:51969;01.05.2010;14.09.2017;;c:51969;mobile;1;5
75;Minekey;CA;Sunnyvale;94085;37.384239;-122.012475;;c:1284;01.01.2005;18.08.2015;;c:1284;web;1;10
404;Blip;NY;New York;10012;40.728425;-73.999882;New York NY 10012;c:24029;01.05.2005;;30.12.2017;c:24029;games_video;2;23
226;Fabkids;CA;San Francisco;94105;37.779281;-122.419236;San Francisco CA 94105;c:166772;01.01.2012;;15.04.2017;c:166772;ecommerce;2;8
954;CafeBots;CA;Palo Alto;94306;37.424298;-122.139809;Palo Alto CA 94306;c:59709;01.01.2010;19.05.2017;;c:59709;web;1;5
50;Avaak;CA;San Diego;92121;32.897274;-117.201076;;c:11888;01.01.2004;;10.06.2019;c:11888;mobile;3.5;2
172;Newfield Design;ME;West Newfield;4095;43.643967;-70.923675;West Newfield ME 4095;c:158294;01.01.2008;06.01.2015;;c:158294;manufacturing;3;0
938;Savored;NY;New York;10011;40.73901;-73.997259;New York NY 10011;c:58550;01.01.2010;;21.04.2016;c:58550;hospitality;4;12
698;Digg;CA;San Francisco;94107;37.764726;-122.394523;;c:4;11.10.2004;;23.01.2019;c:4;news;4.6667;57
128;Songza;NY;Long Island City;11101;40.7473113;-73.9549182;;c:1475;01.11.2007;;29.11.2016;c:1475;music;8;9
386;Bigfoot Networks;CA;Redwood City;94065;37.536402;-122.325129;;c:23134;01.01.2006;;24.06.2016;c:23134;hardware;2.3333;12
790;Kongregate;CA;San Francisco;94105;37.786942;-122.401245;;c:453;01.01.2006;;22.08.2016;c:453;games_video;2;5
526;Powerset;CA;San Francisco;94107;37.778613;-122.395289;;c:30;01.10.2006;;01.10.2018;c:30;search;4;20
496;Kiptronic;CA;San Francisco;94104;37.792394;-122.402349;;c:282;01.05.2005;;22.08.2018;c:282;advertising;2;10
986;Cozi Group;WA;Seattle;98104;39.78373;-100.445882;Seattle WA 98104;c:6340;03.03.2005;07.07.2017;;c:6340;web;1;16
1140;Likewise Software;WA;Bellevue;98007;47.582658;-122.135282;;c:9599;01.11.2004;;23.10.2016;c:9599;software;3;4
988;Lifestander;NY;NY;10011;40.73901;-73.997259;NY NY 10011;c:63621;01.09.2010;06.04.2018;;c:63621;web;2;1
425;Jaxtr;CA;Menlo Park;94025;37.451026;-122.18676;;c:251;01.10.2005;;10.02.2019;c:251;mobile;3.3333;16
64;MX Logic;CO;Englewood;80112;39.540323;-104.857271;;c:12285;01.01.2002;;21.03.2017;c:12285;security;5;5
1119;Metaplace;CA;Solana Beach;90275;33.020832;-117.077311;;c:885;01.07.2006;;17.04.2019;c:885;games_video;4;5
247;TravelMuse;NY;New York;10004;37.402802;-122.117418;;c:1704;16.04.2007;;06.08.2018;c:1704;web;2;9
955;Jambool;CA;San Francisco;94105;37.782101;-122.389519;;c:5986;01.08.2006;;04.05.2017;c:5986;finance;2.5;9
399;Zipcar;GA;NW Atlanta;30309;33.7862629;-84.3877936;;c:23756;31.10.2000;;23.05.2015;c:23756;transportation;2;35
745;Hitpost;CA;San Francisco;94107;37.7822788;-122.392978;;c:43172;01.04.2009;;27.06.2017;c:43172;sports;3.6667;16
345;Home-Account;CA;San Francisco;94107;37.778551;-122.391686;;c:20637;01.11.2008;;08.01.2016;c:20637;finance;5.5;5
335;PayParade Pictures;PA;Bala Cynwyd;19004;40.012771;-75.239234;;c:20033;17.10.2007;08.05.2017;;c:20033;games_video;2;3
94;Planet Metrics;CA;San Bruno;94066;37.628328;-122.420814;;c:13504;01.01.2007;14.09.2019;;c:13504;cleantech;1;2
566;kwiry;CA;San Francisco;94108;37.7885714;-122.4035985;;c:3185;01.01.2006;16.02.2015;;c:3185;mobile;1;5
1034;imeem;CA;San Francisco;94107;37.779624;-122.391236;;c:725;01.11.2003;;29.03.2015;c:725;music;2.4;13
107;Amadesa;IL;Evanston;60201;42.055849;-87.694664;;c:13921;15.05.2005;18.07.2019;;c:13921;software;2;15
411;Cast Iron Systems;CA;Mountain View;94043;37.4305755;-122.0971389;;c:24549;01.01.2001;;27.03.2015;c:24549;enterprise;4.5;10
952;Aptera;CA;Carlsbad;92010;33.133524;-117.254593;;c:5952;01.01.2003;22.12.2014;;c:5952;automotive;1.5;3
746;RentJuice;CA;San Francisco;94111;37.779281;-122.419236;San Francisco CA 94111;c:43183;01.01.2008;;03.11.2017;c:43183;real_estate;1.6667;7
723;Verari Systems;CA;San Diego;92121;32.901049;-117.192656;San Diego CA 92121;c:41968;01.01.1996;18.10.2016;;c:41968;hardware;5;1
903;Parascale;CA;Cupertino;95014;37.316653;-122.05074;;c:5485;01.01.2005;;09.05.2016;c:5485;network_hosting;2;8
1123;Geni;CA;West Hollywood;90069;34.090368;-118.393064;;c:9;01.06.2006;;10.10.2017;c:9;web;1.3333;13
148;Zentact;CA;San Franciso;94111;37.794891;-122.397901;;c:15129;01.09.2008;30.07.2018;;c:15129;network_hosting;1;3
597;Outside.in;NY;New York;10010;40.7043822;-73.9865717;;c:339;01.08.2006;;29.08.2018;c:339;web;5.8;9
1145;Salesforce Buddy Media;NY;New York;10001;40.756054;-73.986951;;c:967;01.09.2007;;31.08.2015;c:967;enterprise;3.8;24
515;Vizu Corporation;CA;San Francisco;94017;37.797435;-122.403175;;c:2925;14.02.2005;;29.12.2018;c:2925;advertising;4;10
1113;Zing Systems;CA;Mountain View;94041;37.388077;-122.08316;;c:86;01.06.2007;;26.06.2015;c:86;games_video;2.5;10
1019;DynamicOps;MA;Burlington;1803;42.504817;-71.195611;Burlington MA 1803;c:69834;01.01.2008;;07.04.2019;c:69834;enterprise;2;6
776;Movero Technology;TX;Austin;78759;30.409765;-97.75101;Austin TX 78759;c:44434;01.01.2003;;23.07.2018;c:44434;enterprise;2;5
705;Elevation Pharmaceuticals;CA;San Diego;92130;32.962655;-117.189656;San Diego CA 92130;c:40417;01.01.2007;;21.12.2018;c:40417;biotech;4.3333;2
311;Punch Entertainment;CA;Palo Alto;94303;37.4233698;-122.0986859;;c:18897;10.05.2005;20.10.2016;;c:18897;software;1;4
753;Stickybits;NY;New York;10003;40.729839;-73.991781;New York NY 10003;c:43416;01.01.2009;14.03.2018;;c:43416;web;2.5;7
398;Ecast;CA;San Francisco;94108;37.779281;-122.419236;San Francisco CA 94108;c:23692;01.01.1999;05.06.2019;;c:23692;games_video;4.5;9
495;lifeIO;NY;New York;10013;40.730646;-73.986614;New York NY 10013;c:28162;29.08.2006;10.07.2017;;c:28162;web;5;4
174;EdgeCast Networks;CA;Santa Monica;90405;34.049767;-118.459387;;c:1587;01.08.2006;;12.12.2017;c:1587;network_hosting;1.75;19
467;Sirific Wireless;TX;Richardson;75081;32.945354;-96.708874;Richardson TX 75081;c:26988;01.01.2000;;24.04.2019;c:26988;semiconductor;7;3
455;Revetto;MI;Zeeland;49464;42.8138649;-86.023846;;c:26390;01.01.2009;22.11.2017;;c:26390;web;1;3
579;ZoomSafer;VA;Herndon;20170;38.969532;-77.385948;Herndon VA 20170;c:32094;01.01.2009;;28.04.2017;c:32094;mobile;1.5;3
683;AkaRx;NJ;Paramus;7652;40.944543;-74.075419;Paramus NJ 7652;c:39364;01.01.2005;;19.06.2018;c:39364;biotech;2;1
872;Lama Lab;PA;Pittsburgh;15213;40.441694;-79.990086;Pittsburgh PA 15213;c:51623;01.01.2009;12.08.2017;;c:51623;enterprise;1;0
1116;Buysight;CA;Palo Alto;94306;37.425359;-122.1389633;;c:8676;01.01.2008;;05.11.2015;c:8676;advertising;3.6667;18
1063;TripIt;CA;San Francisco;94110;37.764169;-122.402021;;c:767;01.10.2006;;30.12.2014;c:767;travel;1.6667;14
959;Pinch Media;NY;New York;10010;40.757929;-73.985506;;c:6011;01.04.2008;;28.12.2018;c:6011;software;3.5;6
563;Enstratius;MN;Minneapolis;55311;44.9773;-93.265469;Minneapolis MN 55311;c:31794;01.01.2009;;05.10.2018;c:31794;enterprise;2;7
1;Jumptap;MA;Boston;2210;42.368633;-71.075305;;c:10054;01.01.2005;;27.10.2016;c:10054;mobile;4.5;45
111;WiChorus;CA;San Jose;95134;37.409096;-121.943191;;c:14036;01.01.2005;;22.03.2015;c:14036;mobile;2.5;18
664;Hatteras Networks;NC;Durham;27713;35.996653;-78.901805;Durham NC 27713;c:38123;01.01.2000;;13.03.2018;c:38123;software;3.5;26
229;Focus;CA;San Francisco;94111;37.793949;-122.398062;;c:16709;01.08.2005;25.02.2019;;c:16709;enterprise;1;7
820;easy2comply (Dynasec);NY;New York;10005;40.730646;-73.986614;New York NY 10005;c:46901;01.01.2002;;07.04.2017;c:46901;software;3;4
298;Socialize;CA;San Francisco;94107;38.88521;-76.998641;;c:18056;01.07.2008;;17.11.2017;c:18056;mobile;1;5
86;Clearwire;WA;Kirkland;98033;30.6324797;-86.9843446;;c:13219;01.10.2003;;11.12.2018;c:13219;mobile;4.25;19
780;CREDANT Technologies;TX;Addison;75001;32.960431;-96.83026;Addison TX 75001;c:44576;01.01.2001;;20.05.2016;c:44576;security;5;6
905;Exclusively.in;NY;New York;10001;40.750519;-73.993494;New York NY 10001;c:55043;01.01.2010;;03.05.2017;c:55043;fashion;2.5;4
565;Avidia;CA;Mountain View;94043;37.406914;-122.09037;Mountain View CA 94043;c:31832;01.01.2003;;31.07.2018;c:31832;advertising;4.5;3
862;PayDivvy;CA;Irvine;92612;33.685697;-117.825982;Irvine CA 92612;c:51021;06.03.2009;;05.02.2017;c:51021;social;1;3
739;Octavian;MA;Woburn;1801;42.479262;-71.152277;Woburn MA 1801;c:42672;01.01.2003;22.02.2019;;c:42672;software;2.5;2
78;KickApps;NY;New York;10011;40.7516611;-73.9843328;;c:130;01.03.2004;;09.10.2019;c:130;enterprise;3;22
829;Airwide Solutions;MA;Burlington;1803;42.504817;-71.195611;Burlington MA 1803;c:47601;01.01.2004;;25.12.2016;c:47601;software;5;3
958;Localocracy;MA;Boston;2210;42.360253;-71.058291;Boston MA 2210;c:60087;01.01.2009;;18.02.2015;c:60087;web;1;4
418;Pixable;NY;New York City;10013;40.730646;-73.986614;New York City NY 10013;c:24853;12.03.2009;;05.07.2018;c:24853;social;1;23
124;mFoundry;CA;Larkspur;94939;37.862592;-122.493561;;c:14608;01.01.2004;;22.03.2016;c:14608;mobile;4;7
998;Bevvy;CA;Los Angeles;90046;34.098242;-118.35697;Los Angeles CA 90046;c:65389;08.01.2011;20.05.2017;;c:65389;ecommerce;1;9
281;Livemocha;WA;Seattle;98104;47.6399006;-122.1914274;;c:1767;01.09.2007;;03.02.2018;c:1767;education;1.5;14
960;IronPort Systems;CA;San Bruno;94066;37.626166;-122.411025;San Bruno CA 94066;c:6012;01.01.2000;;15.05.2019;c:6012;hardware;4;21
784;Crowdcast;CA;San Francisco;94108;37.779281;-122.419236;San Francisco CA 94108;c:44976;01.01.2007;;13.07.2016;c:44976;software;2;6
377;Where;MA;Boston;2114;42.360253;-71.058291;Boston MA 2114;c:2275;01.01.2004;;18.02.2018;c:2275;mobile;2.5;23
222;Pictela;NY;New York;10003;40.756054;-73.986951;;c:16611;17.10.2008;;05.06.2016;c:16611;advertising;1.5;8
1148;Grouply;CA;Redwood City;94063;37.502742;-122.211281;;c:975;01.03.2006;;14.02.2017;c:975;network_hosting;3.6667;13
869;Storify;CA;San Francisco;94103;37.779281;-122.419236;San Francisco CA 94103;c:51332;11.12.2009;;04.09.2018;c:51332;web;1.3333;14
439;Axiom Microdevices;CA;Irvine;92618;33.685697;-117.825982;Irvine CA 92618;c:25713;01.01.2002;;03.11.2016;c:25713;semiconductor;4;3
630;ShoeDazzle;CA;Santa Monica;90404;34.019657;-118.487549;Santa Monica CA 90404;c:36151;01.03.2009;;06.02.2018;c:36151;fashion;2.3333;17
134;LiftDNA;NY;New York;10016;40.74929;-73.981328;New York NY 10016;c:148576;01.09.2009;;05.07.2018;c:148576;advertising;3.5;5
1041;Onavo;CA;Palo Alto;94306;37.424298;-122.139809;Palo Alto CA 94306;c:73586;01.01.2010;;17.03.2017;c:73586;mobile;3;11
806;Pyxis Mobile;MA;Waltham;2451;42.37564;-71.2358;Waltham MA 2451;c:46070;01.01.1998;22.08.2019;;c:46070;software;2.3333;3
1107;Link_A_Media Devices;CA;Santa Clara;95051;37.354469;-121.990433;Santa Clara CA 95051;c:84867;01.01.2004;23.03.2015;;c:84867;semiconductor;1;4
57;Guardium;MA;Waltham;2451;42.37564;-71.2358;Waltham MA 2451;c:12171;01.01.2002;;31.07.2015;c:12171;search;4.5;1
794;Trooval;NV;Henderson;89052;35.96544;-115.106579;Henderson NV 89052;c:45413;01.09.2008;21.08.2018;;c:45413;analytics;1;2
76;Compete;MA;Boston;2116;42.346743;-71.076632;;c:1285;01.01.2000;;20.01.2018;c:1285;consulting;2.5;35
97;Rollstream;VA;McLean;22102;38.872668;-77.367981;;c:13730;01.01.2005;;24.06.2018;c:13730;software;1.5;4
573;NeoGuide Systems;CA;San Jose;95134;37.404788;-121.940842;San Jose CA 95134;c:31936;01.01.2000;;26.12.2015;c:31936;biotech;1;3
576;Accept Software;CA;Santa Clara;95054;37.386778;-121.966277;Santa Clara CA 95054;c:32011;01.01.2002;;28.05.2019;c:32011;software;2;7
368;Milo;CA;Palo Alto;94301;37.444531;-122.163352;;c:22203;01.01.2008;;02.10.2019;c:22203;web;12.5;21
