company_id;round_nr;round_date;amount
c:1587;2;27.03.2008;7101824
c:1587;3;28.02.2011;14709256
c:1587;4;28.08.2012;4122811
c:1587;5;18.07.2013;2012340
c:26988;1;12.02.2007;18800000
c:26390;1;01.05.2009;20000
c:32094;1;01.03.2009;3057066
c:32094;2;14.07.2009;169657
c:32094;3;01.12.2009;774
c:32094;4;07.03.2011;122503
c:39364;1;07.01.2010;26100000
c:51623;1;31.05.2010;266321
c:51623;2;08.07.2011;946745
c:8676;1;04.11.2008;3977365
c:8676;2;17.01.2010;10546857
c:8676;3;21.03.2012;9505778
c:767;1;01.04.2007;4162891
c:767;2;22.03.2008;8155005
c:767;3;04.03.2010;782104
c:6011;1;01.05.2008;245969
c:6011;2;17.11.2009;156406
c:6011;3;06.01.2010;157626
c:31794;1;07.11.2011;3500000
c:10054;1;01.03.2005;117818164
c:10054;2;01.03.2005;27219
c:10054;3;15.07.2005;58350
c:10054;4;13.12.2006;165757
c:10054;5;02.09.2007;2122525
c:10054;6;09.10.2007;904858
c:10054;7;02.07.2012;403127
c:14036;1;22.12.2005;33402393
c:14036;2;27.12.2006;3364839
c:14036;3;02.11.2007;467584
c:14036;4;04.11.2008;5265184
c:38123;1;08.06.2005;13692925
c:38123;2;01.06.2006;22307075
c:16709;1;06.03.2008;12170000
c:46901;1;02.10.2007;1000000
c:18056;1;01.11.2011;1031490
c:18056;2;30.01.2012;183685
c:18056;3;07.06.2012;604825
c:13219;1;06.05.2008;302168862
c:13219;2;11.04.2009;2944005226
c:13219;3;07.11.2012;973256312
c:13219;4;27.02.2013;1480569600
c:44576;1;20.12.2007;5000000
c:55043;1;03.11.2010;8222093
c:55043;2;29.05.2011;10577907
c:31832;1;06.05.2005;34158330
c:31832;2;09.05.2006;38141670
c:51021;1;15.01.2009;884155
c:51021;2;08.03.2011;106304
c:51021;3;27.04.2012;319541
c:42672;1;01.06.2005;6867728
c:42672;2;10.10.2007;8132272
c:130;1;01.06.2006;35770822
c:130;2;07.05.2008;923784
c:130;3;25.11.2008;2313183
c:47601;1;25.01.2006;25000000
c:60087;1;01.05.2009;125732
c:60087;2;29.08.2010;42813
c:60087;3;04.02.2011;3955
c:24853;1;10.11.2010;3805031
c:24853;2;22.04.2011;2294969
c:14608;1;21.03.2006;33260567
c:14608;2;16.02.2007;5503755
c:14608;3;05.12.2011;1535678
c:65389;1;20.05.2011;100000
c:1767;1;01.01.2008;1119398
c:1767;2;19.08.2010;7351446
c:1767;3;10.08.2011;358653
c:1767;4;10.07.2012;1328494
c:1767;5;25.02.2013;9232007
c:6012;1;25.06.2002;7098291
c:6012;2;25.10.2004;54401709
c:44976;1;10.06.2010;6000000
c:2275;1;31.12.2003;10293583
c:2275;2;05.07.2005;3737846
c:2275;3;23.07.2007;1820836
c:2275;4;01.01.2009;3247735
c:16611;1;06.01.2009;3091983
c:16611;2;06.05.2009;45738
c:16611;3;21.08.2009;344153
c:16611;4;06.11.2010;18123
c:975;1;01.06.2007;1382068
c:975;2;17.09.2007;404097
c:975;3;14.01.2008;813835
c:51332;1;01.07.2009;1345480
c:51332;2;18.01.2010;484828
c:51332;3;03.02.2011;192692
c:25713;1;08.02.2007;25000000
c:36151;1;19.11.2009;6923068
c:36151;2;27.02.2010;2967778
c:36151;3;06.04.2012;31674511
c:36151;4;03.10.2012;24434643
c:148576;1;01.02.2011;299220
c:148576;2;11.02.2011;700780
c:73586;1;01.05.2011;9328356
c:73586;2;24.01.2012;3671644
c:46070;1;09.09.2005;5852849
c:46070;2;10.10.2010;7354781
c:46070;3;10.01.2012;10942370
c:84867;1;02.11.2009;29688437
c:84867;2;01.08.2011;4510080
c:84867;3;20.03.2012;13019981
c:12171;1;12.08.2005;4454724
c:12171;2;17.05.2006;7345276
c:45413;1;07.04.2010;1262863
c:45413;2;05.11.2010;1124618
c:1285;1;01.11.2000;13202578
c:1285;2;16.02.2004;17013191
c:1285;3;28.11.2005;774079
c:1285;4;01.08.2007;2010152
c:13730;1;03.09.2007;5657997
c:13730;2;18.11.2008;1842003
c:31936;1;29.09.2006;25000000
c:32011;1;16.09.2005;22353991
c:32011;2;08.01.2010;1280235
c:32011;3;09.09.2010;1409188
c:32011;4;14.12.2010;261586
c:22203;1;01.11.2008;774458
c:22203;2;24.11.2009;4175542
c:10512;1;05.12.2005;41130487
c:10512;2;21.02.2006;5835555
c:10512;3;27.04.2006;3307646
c:10512;4;06.11.2007;3007195
c:10512;5;08.10.2008;456022
c:10512;6;12.01.2010;79871
c:105;1;01.04.2005;2785664
c:105;2;01.05.2006;714336
c:60436;1;27.04.2012;5000000
c:5779;1;01.06.2007;1645529
c:5779;2;03.03.2009;804483
c:5779;3;14.12.2009;64988
c:3413;1;01.02.2007;761544
c:3413;2;01.07.2008;7638456
c:6049;1;01.08.2006;1136768
c:6049;2;01.01.2008;3763232
c:58998;1;18.04.2005;5000000
c:39283;1;28.06.2005;11000000
c:13681;1;01.01.2001;13721854
c:13681;2;18.03.2004;28580204
c:13681;3;08.04.2005;14845468
c:13681;4;01.04.2008;11252474
c:21762;1;01.02.2010;729241
c:21762;2;12.04.2011;1270759
c:39801;1;01.12.2006;6811794
c:39801;2;04.03.2008;3988206
c:1388;1;01.05.2005;35286507
c:1388;2;18.03.2006;1506989
c:1388;3;12.06.2007;100512
c:1388;4;03.06.2010;10428
c:1388;5;01.08.2010;95564
c:11307;1;10.07.2006;7660000
c:37929;1;05.05.2005;37314328
c:37929;2;11.07.2005;9124185
c:37929;3;15.09.2009;1812077
c:37929;4;23.03.2010;479410
c:47115;1;01.01.2009;318560
c:47115;2;01.06.2010;3031440
c:11817;1;17.07.2007;26452545
c:11817;2;28.01.2008;116504
c:11817;3;30.12.2009;746593
c:11817;4;10.11.2010;684358
c:81476;1;01.07.2011;2500000
c:155;1;01.06.2004;6277583
c:155;2;01.04.2005;1722417
c:9822;1;01.05.2008;164602
c:9822;2;26.05.2009;375398
c:93;1;01.01.2006;2656968
c:93;2;01.04.2007;443032
c:37635;1;07.05.2010;837646
c:37635;2;01.08.2011;362354
c:1627;1;01.06.2007;5000000
c:15294;1;18.04.2005;19089064
c:15294;2;15.07.2007;14191562
c:15294;3;16.11.2007;2230118
c:15294;4;24.10.2009;266472
c:15294;5;15.08.2010;318240
c:15294;6;01.01.2012;983544
c:27163;1;01.05.2006;133193466
c:27163;2;11.10.2008;879072
c:27163;3;02.07.2010;1021794
c:27163;4;01.03.2013;732041
c:3267;1;01.09.2007;4281835
c:3267;2;25.03.2008;718165
c:77139;1;18.03.2011;2125553
c:77139;2;02.10.2011;965607
c:77139;3;16.10.2011;800116
c:77139;4;01.02.2012;308724
c:9085;1;31.07.2008;4100000
c:80259;1;10.10.2011;2000000
c:26806;1;01.01.2006;6500000
c:18080;1;13.11.2006;4000000
c:55592;1;01.04.2010;149596
c:55592;2;07.04.2010;12141
c:55592;3;25.11.2010;18264
c:55592;4;12.12.2010;4812
c:55592;5;01.01.2011;187
c:74928;1;11.12.2011;1300000
c:2731;1;17.10.2006;45000000
c:32383;1;20.10.2010;2500000
c:1419;1;01.09.2005;3894004
c:1419;2;28.10.2007;5305996
c:53304;1;10.02.2009;108375
c:53304;2;02.08.2009;4483
c:53304;3;18.11.2009;63267
c:53304;4;12.06.2010;259828
c:1899;1;01.01.2007;4436339
c:1899;2;01.01.2008;51163661
c:29168;1;06.04.2007;10000000
c:60352;1;01.11.2010;12000
c:39507;1;11.01.2010;2103885
c:39507;2;31.01.2010;153579
c:82843;1;01.07.2011;410237
c:82843;2;10.11.2011;572763
c:23052;1;12.05.2009;20336683
c:23052;2;03.06.2010;20663317
c:10969;1;01.09.2006;8877771
c:10969;2;12.11.2007;105639
c:10969;3;22.07.2008;116590
c:6150;1;02.04.2007;22326769
c:6150;2;18.05.2007;3081861
c:6150;3;01.01.2012;91470
c:46129;1;19.04.2010;400000
c:36936;1;26.09.2006;14132785
c:36936;2;29.08.2007;4252645
c:36936;3;05.01.2008;3633349
c:36936;4;07.07.2008;7425
c:36936;5;14.07.2008;34479
c:36936;6;28.04.2009;33562
c:36936;7;10.05.2009;43054
c:36936;8;27.06.2009;12388
c:36936;9;14.12.2009;8083
c:36936;10;06.05.2010;7321
c:1760;1;01.08.2007;500000
c:173;1;01.10.2005;1546151
c:173;2;12.09.2007;38038886
c:173;3;21.01.2008;4301285
c:173;4;02.12.2008;16746356
c:173;5;20.12.2010;9367322
c:6520;1;03.06.2008;1460372
c:6520;2;04.05.2010;3239628
c:1725;1;03.01.2008;30000000
c:26007;1;24.01.2005;34574758
c:26007;2;04.02.2005;1112160
c:26007;3;03.06.2006;1177231
c:26007;4;16.02.2012;101137
c:26007;5;18.05.2012;2034714
c:16189;1;07.06.2006;2712716
c:16189;2;16.05.2008;21466117
c:16189;3;29.12.2008;7821167
c:6117;1;14.02.2000;2026040
c:6117;2;27.07.2000;12456643
c:6117;3;26.02.2001;27517317
c:45696;1;16.05.2005;13850103
c:45696;2;30.04.2009;5917856
c:45696;3;11.05.2010;4742581
c:56580;1;26.08.2005;2500000
c:23072;1;08.08.2005;8972230
c:23072;2;22.09.2008;8449092
c:23072;3;03.12.2009;4039341
c:49442;1;08.05.2006;15000000
c:38794;1;01.06.2007;578246
c:38794;2;12.04.2010;311753
c:58018;1;22.03.2005;16000000
c:921;1;01.12.2007;7000000
c:71120;1;01.03.2011;55199
c:71120;2;01.03.2011;44801
c:20146;1;26.08.2009;1500000
c:7440;1;12.01.2006;8000000
c:512;1;01.11.2007;2169055
c:512;2;28.04.2008;1830945
c:25808;1;26.06.2009;25000
c:20117;1;06.06.2005;6818442
c:20117;2;21.12.2008;41336720
c:20117;3;24.01.2009;4491545
c:20117;4;21.08.2009;3108973
c:20117;5;16.11.2010;2995917
c:20117;6;01.01.2012;5878403
c:10398;1;01.01.2006;7216245
c:10398;2;25.08.2008;4883755
c:14854;1;21.03.2005;8865677
c:14854;2;11.08.2006;11134323
c:37647;1;11.01.2005;17447637
c:37647;2;31.05.2005;28157322
c:37647;3;09.01.2012;3169475
c:37647;4;17.05.2012;825566
c:18875;1;05.07.2007;33157858
c:18875;2;02.07.2008;8454913
c:18875;3;03.09.2008;7463193
c:18875;4;10.10.2008;2239380
c:18875;5;10.12.2009;134656
c:27591;1;27.03.2008;1033207
c:27591;2;07.12.2010;5266793
c:76274;1;01.01.2012;200000
c:150577;1;01.09.2011;20000
c:12052;1;01.01.2003;3164593
c:12052;2;24.05.2006;8435407
c:3180;1;14.06.2006;9150000
c:33912;1;13.10.2009;1200000
c:71372;1;01.12.2011;1700000
c:465;1;01.08.2007;1158872
c:465;2;12.11.2007;7696
c:465;3;06.07.2009;248432
c:17430;1;01.02.2006;2481736
c:17430;2;19.02.2008;1718264
c:4529;1;01.12.2007;486123
c:4529;2;20.08.2008;13877
c:41957;1;13.12.2007;21500000
c:2889;1;16.06.2006;9201484
c:2889;2;01.01.2008;798516
c:46042;1;01.02.2005;2986037
c:46042;2;24.07.2006;6513963
c:38504;1;24.12.2009;4225116
c:38504;2;17.03.2012;9649885
c:25997;1;25.11.2010;275000
c:2953;1;01.02.2005;12896383
c:2953;2;08.09.2005;6547131
c:2953;3;13.01.2010;300256
c:49876;1;01.08.2010;258847
c:49876;2;04.10.2010;766946
c:49876;3;05.11.2011;89370
c:49876;4;21.12.2011;59106
c:49876;5;07.07.2012;3731
c:1447;1;01.10.2005;14229319
c:1447;2;20.04.2006;4578181
c:1447;3;18.10.2007;6192500
c:26114;1;02.08.2005;16778956
c:26114;2;22.12.2006;2387453
c:26114;3;07.03.2007;4983591
c:25688;1;01.10.2006;23355805
c:25688;2;18.07.2008;56644195
c:335;1;01.06.2005;23763005
c:335;2;29.04.2007;12236995
c:10153;1;11.02.2008;205000
c:27;1;01.11.2002;27279461
c:27;2;30.11.2003;315501
c:27;3;27.03.2005;6487
c:27;4;01.02.2007;698551
c:1957;1;01.05.2006;2000000
c:63;1;01.11.2005;9478733
c:63;2;01.04.2006;2021267
c:58699;1;22.11.2010;4000000
c:43386;1;19.04.2010;500000
c:3717;1;27.02.2007;4000000
c:70893;1;01.01.2010;6780126
c:70893;2;05.06.2012;2249874
c:24727;1;25.01.2005;24086066
c:24727;2;17.05.2008;27005396
c:24727;3;12.04.2009;6764015
c:24727;4;21.05.2009;12044523
c:162219;1;01.05.2012;20000
c:12178;1;21.07.2004;9308118
c:12178;2;16.11.2004;22626408
c:12178;3;29.10.2006;41898263
c:12178;4;27.03.2009;94258957
c:12178;5;12.08.2009;56016562
c:12178;6;12.08.2012;10756201
c:12178;7;24.10.2012;3345490
c:23487;1;06.02.2007;3421718
c:23487;2;30.01.2010;7330326
c:23487;3;24.09.2010;3947956
c:3400;1;15.11.2006;295466
c:3400;2;28.06.2007;85731
c:3400;3;15.11.2007;48803
c:176278;1;01.10.2012;243237
c:176278;2;01.11.2012;771763
c:22113;1;10.09.2009;1200000
c:5617;1;29.01.2007;925319
c:5617;2;29.07.2008;16174681
c:15996;1;03.09.2008;50000000
c:46893;1;28.08.2006;900000
c:1753;1;01.04.2007;6000000
c:22057;1;01.10.2002;2789311
c:22057;2;01.02.2009;12310689
c:35887;1;01.01.2002;13302978
c:35887;2;20.01.2004;2281743
c:35887;3;05.03.2006;5316811
c:35887;4;08.01.2007;25216383
c:35887;5;16.11.2009;16482085
c:1628;1;09.04.2008;6616558
c:1628;2;27.05.2009;3258748
c:1628;3;19.03.2010;574251
c:1628;4;06.01.2011;4350443
c:4453;1;16.04.2008;2511051
c:4453;2;23.05.2011;4363949
c:16973;1;24.10.2008;30000
c:47689;1;05.04.2006;22200000
c:459;1;01.08.2007;22068
c:459;2;23.10.2007;392932
c:3094;1;01.01.2007;10840811
c:3094;2;04.06.2010;6475320
c:3094;3;26.12.2010;1167801
c:3094;4;29.12.2010;8579849
c:12468;1;01.02.2006;3100000
c:856;1;01.03.2007;30123254
c:856;2;15.04.2008;2876746
c:16276;1;10.10.2005;286856
c:16276;2;20.08.2007;8017148
c:16276;3;01.01.2008;9095996
c:410;1;01.01.2005;26004677
c:410;2;10.05.2005;2184685
c:410;3;29.07.2006;61106
c:410;4;26.05.2007;41655
c:410;5;21.05.2008;7877
c:726;1;01.09.2006;6998905
c:726;2;06.11.2006;36896236
c:726;3;30.08.2007;682332
c:726;4;29.01.2009;2222527
c:8573;1;01.05.2010;989780
c:8573;2;28.09.2010;482313
c:8573;3;12.01.2011;52907
c:102867;1;18.03.2012;1200000
c:431;1;05.07.2005;6042894
c:431;2;14.05.2008;2651086
c:431;3;11.05.2009;3706020
c:60516;1;02.08.2010;100000
c:43832;1;22.03.2005;8788239
c:43832;2;10.07.2007;1999181
c:43832;3;29.04.2010;212580
c:83142;1;05.05.2011;644227
c:83142;2;12.04.2012;30773
c:9669;1;01.01.2005;6174297
c:9669;2;22.05.2007;6825703
c:62802;1;01.11.2010;3500000
c:56568;1;07.12.2005;12000000
c:531;1;01.08.2007;6687117
c:531;2;16.03.2009;49137847
c:531;3;03.04.2009;14006767
c:531;4;03.10.2011;7151774
c:531;5;07.11.2011;1590141
c:10158;1;15.06.2007;7804652
c:10158;2;29.02.2008;1948103
c:10158;3;29.01.2013;5533660
c:11438;1;17.09.2008;3200000
c:75796;1;07.03.2011;30000
c:45428;1;01.01.2002;3594659
c:45428;2;24.11.2007;2879877
c:45428;3;24.10.2012;8175467
c:16365;1;27.02.2006;3467078
c:16365;2;01.09.2008;20032922
c:46889;1;03.01.2006;980000
c:16264;1;26.02.2007;20000000
c:1253;1;01.01.2004;1500000
c:2838;1;04.03.2008;7669965
c:2838;2;14.07.2009;330035
c:732;1;28.01.2006;5446755
c:732;2;27.12.2006;6926074
c:732;3;22.01.2008;9027947
c:732;4;10.06.2010;3799224
c:1853;1;01.03.2006;2681728
c:1853;2;08.04.2006;45019286
c:1853;3;26.05.2007;9317208
c:1853;4;01.01.2008;3981778
c:971;1;01.09.2007;38772715
c:971;2;03.04.2008;983396
c:971;3;08.12.2009;3265161
c:971;4;19.08.2010;3278728
c:1107;1;10.01.2006;1195909
c:1107;2;31.05.2007;3768401
c:1107;3;13.06.2008;637323
c:1107;4;08.04.2010;18898367
c:17252;1;27.12.2006;3847972
c:17252;2;29.08.2007;3652028
c:997;1;01.04.2006;14500000
c:30307;1;25.08.2009;29000000
c:16271;1;01.01.2005;1023871
c:16271;2;18.04.2008;20172710
c:16271;3;19.05.2008;2803419
c:22712;1;09.05.2005;5870140
c:22712;2;21.07.2008;8263078
c:22712;3;04.03.2010;41877372
c:22712;4;15.03.2010;25006903
c:9782;1;06.08.2009;253042
c:9782;2;02.12.2009;746958
c:68169;1;07.02.2011;8549525
c:68169;2;15.11.2011;3460475
c:55354;1;03.10.2005;22000000
c:31488;1;12.06.2007;42700000
c:17542;1;21.12.2005;66607895
c:17542;2;24.04.2006;12435222
c:17542;3;22.05.2007;956883
c:44268;1;24.03.2011;205000
c:51228;1;07.07.2010;3750000
c:71852;1;01.08.2010;26755273
c:71852;2;23.03.2011;14244727
c:23125;1;11.11.2009;14662658
c:23125;2;21.06.2010;61337342
c:37928;1;01.01.2006;2203646
c:37928;2;01.10.2008;17796354
c:65916;1;13.08.2010;8161043
c:65916;2;06.03.2013;1195137
c:2245;1;01.04.2004;100000
c:16618;1;28.01.2009;12427825
c:16618;2;29.08.2011;1172175
c:1541;1;01.12.2007;3000000
c:15687;1;16.11.2006;19559942
c:15687;2;12.07.2008;1031601
c:15687;3;04.06.2010;56024
c:15687;4;07.06.2010;74487
c:15687;5;23.06.2011;416822
c:20889;1;10.06.2009;2279242
c:20889;2;19.08.2009;49065
c:20889;3;01.10.2009;3586
c:20889;4;11.01.2010;13107
c:2272;1;01.11.2005;4000000
c:5043;1;23.10.2006;1634994
c:5043;2;05.03.2008;15365006
c:42193;1;20.10.2010;1100000
c:60521;1;30.04.2010;37742
c:60521;2;28.12.2010;4318
c:60521;3;28.02.2011;7445
c:60521;4;01.06.2011;10195
c:4881;1;31.10.2008;2350000
c:7345;1;19.11.2007;10000000
c:103204;1;05.09.2011;9778
c:103204;2;13.06.2012;11411
c:25743;1;14.06.2006;26663645
c:25743;2;07.05.2008;369861
c:25743;3;25.02.2009;966494
c:55829;1;01.05.2005;9500000
c:26556;1;30.06.2005;24101677
c:26556;2;27.03.2007;25732514
c:26556;3;22.04.2009;19765809
c:29312;1;04.11.2005;17375930
c:29312;2;26.11.2007;856454
c:29312;3;29.07.2009;5267616
c:3050;1;21.06.2006;13000000
c:2709;1;25.07.2006;13963068
c:2709;2;27.02.2008;7786932
c:53946;1;28.02.2005;5750000
c:28752;1;26.09.2005;5230703
c:28752;2;06.03.2006;18169297
c:1148;1;25.03.2008;4300000
c:1967;1;12.11.2007;4435263
c:1967;2;22.04.2010;15564737
c:27142;1;26.03.2008;32705900
c:27142;2;10.05.2013;18294100
c:42123;1;08.09.2003;26151387
c:42123;2;21.01.2006;101335
c:42123;3;03.02.2006;305194
c:42123;4;17.02.2010;544078
c:41656;1;24.02.2006;6480000
c:16145;1;01.10.2007;16030424
c:16145;2;24.07.2009;18969576
c:6964;1;01.07.2006;10297519
c:6964;2;16.05.2008;762156
c:6964;3;25.05.2010;240325
c:155821;1;19.04.2012;19000
c:49052;1;01.09.2006;32961647
c:49052;2;03.12.2006;21151267
c:49052;3;19.02.2007;21826549
c:49052;4;14.08.2009;1822592
c:49052;5;09.11.2009;426013
c:49052;6;20.04.2010;311932
c:167795;1;10.01.2012;600000
c:34152;1;28.06.2005;2359650
c:34152;2;31.07.2006;10640350
c:3027;1;01.07.2005;42195302
c:3027;2;23.04.2007;1206781
c:3027;3;28.04.2007;96874
c:3027;4;18.04.2008;61175
c:3027;5;01.05.2008;39868
c:10176;1;19.01.2009;3387449
c:10176;2;30.06.2010;120088603
c:10176;3;24.07.2010;12895468
c:10176;4;14.08.2010;2471272
c:10176;5;29.02.2012;3157208
c:50076;1;17.06.2010;878410
c:50076;2;01.08.2011;1121590
c:26122;1;01.01.2003;13030497
c:26122;2;11.01.2004;8429097
c:26122;3;17.01.2005;5340406
c:17501;1;17.04.2007;26935445
c:17501;2;03.10.2009;317323
c:17501;3;15.02.2010;18691981
c:17501;4;28.11.2010;2148492
c:17501;5;14.03.2012;5408409
c:17501;6;21.05.2012;2398350
c:1613;1;01.10.2006;7300638
c:1613;2;17.12.2007;3699362
c:41484;1;01.06.2009;8295709
c:41484;2;06.03.2011;16824358
c:41484;3;23.06.2011;6379933
c:76102;1;30.10.2012;1500000
c:76765;1;20.05.2011;650944
c:76765;2;26.08.2011;131546
c:76765;3;09.07.2012;117510
c:24986;1;17.06.2004;7038921
c:24986;2;27.10.2005;17953957
c:24986;3;22.05.2009;33007122
c:14593;1;01.07.2007;25439830
c:14593;2;17.07.2007;2802859
c:14593;3;14.10.2010;746660
c:14593;4;19.12.2011;60651
c:138030;1;05.10.2011;118773
c:138030;2;14.06.2013;131227
c:45339;1;25.08.2006;21000000
c:1214;1;01.03.2004;30955373
c:1214;2;07.06.2007;4044627
c:63731;1;15.08.2010;500000
c:47848;1;10.08.2005;5438388
c:47848;2;21.06.2006;25481612
c:5347;1;01.01.2004;4744878
c:5347;2;29.02.2004;8265436
c:5347;3;24.08.2007;3775825
c:5347;4;12.01.2010;12502840
c:14993;1;04.02.2007;4629131
c:14993;2;29.06.2007;9529596
c:14993;3;24.08.2010;6706399
c:14993;4;12.05.2011;3334874
c:1223;1;01.10.2007;1000000
c:55421;1;01.01.2004;971864
c:55421;2;21.01.2006;4578136
c:28403;1;01.06.2009;2118680
c:28403;2;29.11.2011;881320
c:1283;1;05.06.2006;7842790
c:1283;2;01.09.2007;6457210
c:49621;1;21.03.2006;1000000
c:15122;1;25.07.2005;9573064
c:15122;2;22.05.2006;1426936
c:38019;1;01.01.2009;1267997
c:38019;2;01.01.2010;732003
c:4961;1;01.12.2007;662846
c:4961;2;20.10.2009;4337154
c:41483;1;01.01.2010;11000000
c:12348;1;01.12.2008;13728276
c:12348;2;22.02.2011;218249
c:12348;3;29.05.2011;44126
c:12348;4;01.12.2011;109349
c:3202;1;01.02.2006;5000000
c:32144;1;01.01.2009;114141
c:32144;2;01.08.2010;285859
c:32023;1;23.05.2007;10000000
c:1445;1;01.11.2005;8493689
c:1445;2;21.03.2008;148611
c:1445;3;26.01.2009;2392700
c:53686;1;22.08.2005;12700000
c:50208;1;13.12.2010;19640313
c:50208;2;22.07.2011;1116869
c:16874;1;17.11.2005;8783646
c:16874;2;03.03.2007;6155712
c:16874;3;11.09.2007;12060642
c:643;1;01.01.2008;10000000
c:53471;1;22.03.2005;26000000
c:37780;1;01.03.2007;1103402
c:37780;2;15.12.2009;2896598
c:17508;1;31.01.2006;13860606
c:17508;2;10.12.2007;6359394
c:2804;1;07.07.2005;10000000
c:11397;1;11.10.2006;6485600
c:11397;2;14.11.2008;864400
c:41409;1;07.04.2010;50000
c:55436;1;19.11.2010;1000000
c:12630;1;17.10.2005;22484014
c:12630;2;24.06.2007;3475778
c:12630;3;26.09.2007;4112384
c:12630;4;12.01.2009;14927824
c:365;1;18.09.2007;47145710
c:365;2;17.05.2008;2819334
c:365;3;02.06.2008;8001119
c:365;4;21.11.2011;2888448
c:365;5;03.05.2012;9145389
c:20832;1;23.04.2009;500000
c:39399;1;01.09.2008;231547
c:39399;2;01.12.2009;268453
c:17809;1;01.02.2005;18439403
c:17809;2;21.07.2005;16382730
c:17809;3;23.08.2007;9177867
c:23788;1;11.05.2009;21000000
c:30834;1;15.09.2009;15923449
c:30834;2;18.02.2010;3076551
c:39105;1;05.06.2007;4644216
c:39105;2;18.06.2008;11899115
c:39105;3;16.07.2010;2156669
c:49960;1;05.10.2010;10000000
c:9106;1;01.01.2007;4808258
c:9106;2;01.01.2007;114914
c:9106;3;01.01.2007;976828
c:17581;1;06.06.2007;7190749
c:17581;2;02.04.2008;20809251
c:14028;1;01.01.2007;7550556
c:14028;2;02.01.2008;6458344
c:14028;3;14.04.2008;391764
c:14028;4;08.09.2009;3524299
c:14028;5;16.04.2010;4658533
c:14028;6;10.08.2010;931218
c:14028;7;24.05.2011;785286
c:1309;1;01.06.2005;27529445
c:1309;2;07.02.2007;4025725
c:1309;3;02.05.2010;264058
c:1309;4;03.05.2010;186772
c:28420;1;01.02.2005;13400000
c:6562;1;06.04.2009;6405108
c:6562;2;24.05.2009;823390
c:6562;3;31.03.2010;2171502
c:4394;1;01.02.2006;5000436
c:4394;2;16.12.2006;6940463
c:4394;3;06.07.2007;1294948
c:4394;4;22.09.2009;496610
c:4394;5;21.02.2010;1384291
c:4394;6;07.12.2012;207876
c:52346;1;01.07.2010;2000000
c:200;1;01.11.2007;7044732
c:200;2;08.06.2010;3667556
c:200;3;01.02.2011;5287712
c:36892;1;02.12.2009;9697566
c:36892;2;08.01.2011;957520
c:36892;3;24.09.2012;33344914
c:139729;1;24.10.2011;88417
c:139729;2;15.06.2012;1086583
c:17724;1;30.10.2006;5902003
c:17724;2;07.04.2010;3097997
c:16285;1;01.05.2002;15269716
c:16285;2;21.08.2004;2845542
c:16285;3;16.05.2007;17034742
c:43954;1;01.05.2006;7365304
c:43954;2;06.06.2007;3638773
c:43954;3;02.09.2010;995923
c:27555;1;30.08.2007;30000000
c:18804;1;17.02.2009;8000000
c:14787;1;04.02.2009;4100000
c:81474;1;15.12.2009;1688589
c:81474;2;06.07.2011;719911
c:34401;1;01.03.2004;44407801
c:34401;2;18.04.2006;6283026
c:34401;3;29.06.2007;21051241
c:34401;4;06.11.2007;257932
c:37934;1;01.01.2007;13835715
c:37934;2;01.01.2008;4564285
c:25383;1;07.01.2005;152485902
c:25383;2;08.10.2005;1984573
c:25383;3;21.03.2006;2031560
c:25383;4;02.03.2007;4586044
c:25383;5;12.01.2008;142900
c:25383;6;27.02.2011;842090
c:25383;7;19.12.2011;191057
c:49872;1;15.06.2010;29000000
c:58560;1;03.06.2005;8700000
c:7666;1;08.09.2005;10000000
c:19670;1;01.12.2008;14762464
c:19670;2;19.08.2010;237536
c:35148;1;01.09.2008;2600000
c:142;1;01.05.2006;15000000
c:101312;1;01.07.2011;1014331
c:101312;2;20.05.2012;1252888
c:101312;3;25.03.2013;1732781
c:46168;1;01.12.2006;34832206
c:46168;2;18.07.2011;38167794
c:78868;1;27.06.2011;3117396
c:78868;2;20.12.2011;48083
c:78868;3;08.03.2012;634874
c:78868;4;05.04.2012;8323484
c:1236;1;01.11.2006;15027109
c:1236;2;05.06.2007;5006378
c:1236;3;27.05.2008;2366513
c:33949;1;15.04.2010;1651103
c:33949;2;04.01.2011;4048897
c:35433;1;18.07.2006;11350839
c:35433;2;09.11.2009;17149161
c:17774;1;01.12.2007;9548405
c:17774;2;26.01.2009;11451595
c:44064;1;18.11.2005;8000000
c:6171;1;16.03.2008;1500000
c:637;1;01.05.2007;9636711
c:637;2;21.04.2008;12682455
c:637;3;17.03.2009;5980834
c:30343;1;22.02.2010;4036035
c:30343;2;15.04.2010;2431614
c:30343;3;27.11.2010;720471
c:30343;4;14.01.2011;735486
c:30343;5;20.12.2012;15947
c:36276;1;01.11.2009;545000
c:36310;1;29.09.2005;1451769
c:36310;2;26.11.2009;6279334
c:36310;3;14.12.2009;7516822
c:835;1;01.04.2007;10226205
c:835;2;11.05.2007;1201948
c:835;3;23.07.2009;1371847
c:46863;1;24.03.2011;813615
c:46863;2;23.08.2012;136385
c:179;1;01.12.2002;3133169
c:179;2;01.12.2004;12866831
c:16784;1;01.01.2006;10000000
c:72750;1;12.10.2011;1500000
c:40152;1;03.11.2009;7715408
c:40152;2;10.12.2010;5284592
c:54077;1;23.08.2011;10000000
c:10452;1;19.01.2010;3375983
c:10452;2;30.12.2010;539017
c:55427;1;01.08.2009;936266
c:55427;2;01.02.2011;463734
c:195311;1;01.08.2012;8753
