days_per_funding,average_milestone_duration_days,funding_duration_days,Status,amount_milestones,Fundingrounds,Fundingtotal,state,BusinessField,NumContributors,NumPartners
787,1002,1574,Successful (Acquired),2,2,9200000,TX,web,1,11
487,,1948,Failed,,4,435953,CA,web,1,0
365,894,730,Failed,2,2,55600000,CT,network_hosting,2,9
0,0,0,Successful (Acquired),1,1,10000000,CO,software,1,2
0,0,0,Failed,1,1,12000,WA,games_video,1,3
20,,40,Failed,,2,2257464,MD,biotech,1,3
132,832,264,Successful (Acquired),2,2,983000,NY,messaging,6,4
387,416,774,Successful (Acquired),2,2,41000000,CA,fashion,1,15
690,,2070,Failed,,3,9100000,TX,software,1,0
1735,3261,5205,Failed,3,3,25500100,CA,software,2,6
0,30,0,Successful (Acquired),2,1,400000,CA,web,1,3
1318,,13180,Successful (Acquired),,10,22165091,NY,network_hosting,2,4
0,966,0,Successful (Acquired),2,1,500000,CA,network_hosting,4,4
1906,876,9530,Successful (Acquired),4,5,70000000,CA,web,2,29
700,0,1400,Successful (Acquired),1,2,4700000,IL,security,1,6
0,0,0,Successful (Acquired),1,1,30000000,MA,ecommerce,2,1
2671,0,13355,Successful (Acquired),1,5,39000000,MA,software,3,13
936,0,2808,Successful (Acquired),1,3,32000000,CA,semiconductor,3,10
378,,1134,Successful (Acquired),,3,42000000,MA,advertising,2,7
1821,1956,5463,Successful (Acquired),2,3,24510540,CA,enterprise,2,5
0,,0,Failed,,1,2500000,CA,software,1,0
1578,188,4734,Successful (Acquired),2,3,21460663,FL,software,4,1
0,,0,Successful (Acquired),,1,15000000,NY,games_video,4,6
1046,1408,2092,Failed,2,2,889999,CA,mobile,3,5
0,0,0,Successful (Acquired),1,1,16000000,CA,software,3,6
0,2152,0,Successful (Acquired),4,1,7000000,CA,web,2,5
0,,0,Failed,,2,100000,NY,advertising,1,3
0,765,0,Successful (Acquired),3,1,1500000,NY,music,1,13
0,772,0,Successful (Acquired),4,1,8000000,WA,web,1,19
179,780,358,Successful (Acquired),4,2,4000000,CA,web,3,22
0,,0,Failed,,1,25000,CA,web,1,3
2400,525,14400,Successful (Acquired),3,6,64630000,CA,mobile,3,10
967,0,1934,Failed,1,2,12100000,CA,web,1,10
508,0,1016,Successful (Acquired),1,2,20000000,CA,software,4,9
2683,0,10732,Failed,1,4,49600000,TX,hardware,1,10
889,0,4445,Successful (Acquired),1,5,51450000,CA,games_video,5,3
985,0,1970,Successful (Acquired),1,2,6300000,CA,messaging,2,7
0,780,0,Failed,3,1,200000,NY,mobile,1,8
0,0,0,Failed,1,1,20000,OH,fashion,1,2
1239,819,2478,Successful (Acquired),3,2,11600000,MA,hardware,2,13
0,2010,0,Successful (Acquired),2,1,9150000,CA,web,2,6
0,104,0,Failed,2,1,1200000,OH,advertising,4,2
0,0,0,Failed,2,1,1700000,CA,social,1,4
705,1600,2115,Successful (Acquired),4,3,1415000,CA,social,1,9
748,736,1496,Successful (Acquired),2,2,4200000,CA,enterprise,1,16
263,452,526,Successful (Acquired),2,2,500000,MA,web,2,7
0,,0,Successful (Acquired),,1,21500000,TX,public_relations,4,1
564,772,1128,Successful (Acquired),2,2,10000000,UT,web,2,4
538,0,1076,Failed,1,2,9500000,CA,software,2,7
814,,1628,Failed,,2,13875001,NM,cleantech,1,4
0,0,0,Failed,1,1,275000,NJ,software,1,5
1807,0,5421,Successful (Acquired),1,3,19743770,CA,software,2,10
706,0,3530,Successful (Acquired),1,5,1178000,MA,software,5,5
747,650,2241,Successful (Acquired),2,3,25000000,CA,security,2,5
582,,1746,Successful (Acquired),,3,24150000,PA,semiconductor,2,1
656,0,1312,Failed,1,2,80000000,CA,mobile,1,4
697,1971,1394,Successful (Acquired),3,2,36000000,CA,hardware,3,11
0,,0,Failed,,1,205000,MO,network_hosting,1,1
1553,968,6212,Successful (Acquired),4,4,28300000,CA,web,2,27
0,0,0,Failed,1,1,2000000,CA,web,1,1
151,2352,302,Successful (Acquired),6,2,11500000,CA,games_video,1,63
0,438,0,Failed,2,1,4000000,NY,mobile,1,15
0,462,0,Failed,2,1,500000,NY,ecommerce,1,2
0,1004,0,Failed,2,1,4000000,TX,search,2,9
886,26,1772,Failed,2,2,9030000,NY,web,4,8
1577,,6308,Successful (Acquired),,4,69900000,PA,biotech,4,15
0,0,0,Failed,1,1,20000,CA,messaging,1,2
3017,621,21119,Successful (Acquired),3,7,238209999,IN,software,2,29
1326,998,3978,Successful (Acquired),2,3,14700000,MA,medical,1,3
365,658,1095,Successful (Acquired),2,3,430000,CA,games_video,1,4
31,0,62,Successful (Acquired),1,2,1015000,CA,enterprise,1,5
0,0,0,Failed,1,1,1200000,CA,web,1,2
547,1588,1094,Successful (Acquired),4,2,17100000,PA,web,2,16
0,0,0,Successful (Acquired),1,1,50000000,CO,web,4,0
0,,0,Failed,,1,900000,CA,software,1,3
0,606,0,Failed,2,1,6000000,CA,network_hosting,1,7
2315,681,4630,Successful (Acquired),3,2,15100000,NY,advertising,1,5
2876,1892,14380,Successful (Acquired),2,5,62600000,CA,semiconductor,9,7
1002,918,4008,Successful (Acquired),3,4,14800000,CA,mobile,2,15
1132,965,2264,Successful (Acquired),5,2,6875000,CA,web,7,30
0,,0,Failed,,1,30000,TX,software,1,1
0,0,0,Failed,1,1,22200000,CA,public_relations,9,10
83,906,166,Successful (Acquired),2,2,415000,CO,network_hosting,1,6
1458,620,5832,Successful (Acquired),4,4,27063781,NY,web,3,16
0,0,0,Successful (Acquired),1,1,3100000,CA,advertising,5,6
411,1532,822,Failed,4,2,33000000,CA,search,1,13
813,2406,2439,Successful (Acquired),2,3,17400000,CA,web,5,2
1236,1212,6180,Successful (Acquired),4,5,28300000,CA,web,2,17
881,1872,3524,Successful (Acquired),6,4,46800000,CA,advertising,2,42
256,12,768,Successful (Acquired),2,3,1525000,IL,ecommerce,2,5
0,426,0,Successful (Acquired),3,1,1200000,NY,travel,5,9
1406,1304,4218,Successful (Acquired),4,3,12400000,CA,web,1,6
0,,0,Failed,,1,100000,PA,biotech,1,1
1864,0,5592,Successful (Acquired),1,3,11000000,CA,software,1,4
343,0,686,Successful (Acquired),1,2,675000,TN,web,1,3
871,,1742,Successful (Acquired),,2,13000000,CA,software,2,5
0,536,0,Successful (Acquired),2,1,3500000,NY,social,2,5
0,0,0,Failed,1,1,12000000,MA,hardware,4,2
1559,1648,7795,Successful (Acquired),4,5,78573646,CA,games_video,4,10
2055,0,6165,Successful (Acquired),1,3,15286415,TN,photo_video,1,2
0,519,0,Successful (Acquired),3,1,3200000,CA,web,1,5
0,0,0,Failed,1,1,30000,WA,advertising,2,1
3949,0,11847,Successful (Acquired),1,3,14650003,CA,software,1,28
917,0,1834,Successful (Acquired),1,2,23500000,CA,software,5,9
0,,0,Failed,,1,980000,MA,software,1,2
0,,0,Failed,,1,20000000,CA,hardware,3,0
0,,0,Failed,,1,1500000,WA,web,1,4
497,0,994,Successful (Acquired),1,2,8000000,CA,games_video,1,0
1594,525,6376,Successful (Acquired),3,4,25200000,CA,software,4,13
671,472,2684,Successful (Acquired),2,4,61000000,CA,software,3,21
1083,1372,4332,Successful (Acquired),4,4,46300000,CA,games_video,4,12
1549,1930,6196,Successful (Acquired),5,4,24500000,MD,software,4,15
245,0,490,Failed,1,2,7500000,CA,games_video,1,1
0,1482,0,Successful (Acquired),3,1,14500000,CA,enterprise,9,19
0,0,0,Failed,1,1,29000000,WA,games_video,1,1
1234,0,3702,Successful (Acquired),1,3,24000000,CA,network_hosting,2,5
1771,0,7084,Successful (Acquired),1,4,81017493,CA,semiconductor,5,2
118,1062,236,Successful (Acquired),3,2,1000000,CA,analytics,4,4
281,18,562,Successful (Acquired),2,2,12010000,CO,software,2,14
0,3531,0,Successful (Acquired),3,1,22000000,MA,mobile,4,2
0,,0,Failed,,1,42700000,CA,biotech,3,1
517,0,1551,Successful (Acquired),1,3,80000000,CA,software,4,5
0,1104,0,Successful (Acquired),3,1,205000,CA,web,7,3
0,1126,0,Successful (Acquired),2,1,3750000,NY,analytics,1,5
234,542,468,Failed,2,2,41000000,CA,other,1,11
222,846,444,Successful (Acquired),3,2,76000000,CA,games_video,4,37
1004,698,2008,Successful (Acquired),2,2,20000000,MA,enterprise,1,9
936,1036,1872,Successful (Acquired),4,2,9356180,CA,analytics,1,11
0,790,0,Failed,2,1,100000,NY,advertising,1,6
943,52,1886,Successful (Acquired),2,2,13600000,GA,software,3,9
0,764,0,Successful (Acquired),4,1,3000000,CA,advertising,2,19
1680,,8400,Failed,,5,21138876,CA,advertising,2,4
215,429,860,Successful (Acquired),3,4,2345000,MA,enterprise,5,13
0,468,0,Failed,4,1,4000000,CA,web,1,7
499,672,998,Failed,2,2,17000000,CA,software,1,2
0,0,0,Successful (Acquired),1,1,1100000,NY,web,8,8
397,0,1588,Successful (Acquired),1,4,59700,KY,software,1,3
0,267,0,Successful (Acquired),3,1,2350000,CA,enterprise,2,12
0,0,0,Failed,1,1,10000000,VA,software,1,2
282,0,564,Failed,1,2,21189,CA,mobile,1,2
987,202,2961,Successful (Acquired),2,3,28000000,MA,software,2,7
0,,0,Failed,,1,9500000,CA,software,2,0
1392,0,4176,Successful (Acquired),1,3,69600000,CA,semiconductor,7,5
1363,1604,4089,Successful (Acquired),2,3,23500000,VA,mobile,3,11
0,0,0,Successful (Acquired),1,1,13000000,OR,software,4,6
582,182,1164,Successful (Acquired),2,2,21750000,NY,games_video,2,8
0,,0,Failed,,1,5750000,PA,public_relations,4,0
161,0,322,Successful (Acquired),1,2,23400000,ME,software,2,1
0,1152,0,Failed,3,1,4300000,CA,advertising,1,4
892,0,1784,Successful (Acquired),1,2,20000000,TX,security,2,1
1871,0,3742,Successful (Acquired),1,2,51000000,CA,biotech,3,16
2354,0,9416,Successful (Acquired),1,4,27101994,MA,enterprise,4,2
0,0,0,Successful (Acquired),1,1,6480000,CA,public_relations,3,6
662,768,1324,Successful (Acquired),2,2,35000000,CA,enterprise,2,8
1424,374,4272,Failed,2,3,11300000,MA,web,1,5
0,0,0,Failed,1,1,19000,GA,ecommerce,1,1
1327,918,7962,Successful (Acquired),3,6,78500000,NJ,ecommerce,3,27
0,,0,Failed,,1,600000,NY,web,2,4
398,0,796,Successful (Acquired),1,2,13000000,MD,network_hosting,1,3
1035,507,5175,Failed,3,5,43600000,CA,search,3,7
1136,675,5680,Successful (Acquired),3,5,142000000,CA,enterprise,5,38
410,298,820,Successful (Acquired),2,2,2000000,CA,web,1,6
747,0,2241,Successful (Acquired),1,3,26800000,TX,software,3,4
1861,0,11166,Failed,1,6,55900000,CA,hardware,3,2
442,1452,884,Successful (Acquired),3,2,11000000,CA,mobile,2,14
752,0,2256,Successful (Acquired),1,3,31500000,CA,enterprise,3,19
0,1628,0,Successful (Acquired),2,1,1500000,DC,enterprise,2,4
416,456,1248,Failed,3,3,900000,NY,social,1,5
1800,0,5400,Successful (Acquired),1,3,58000000,CA,biotech,5,4
1632,1282,6528,Successful (Acquired),2,4,29050000,MA,software,2,10
618,270,1236,Successful (Acquired),2,2,250000,NV,news,1,3
0,,0,Failed,,1,21000000,CA,software,1,2
1193,,2386,Successful (Acquired),,2,35000000,NY,advertising,3,25
0,0,0,Failed,1,1,500000,CA,web,1,2
315,0,630,Successful (Acquired),1,2,30920000,TX,public_relations,3,3
2203,0,8812,Successful (Acquired),1,4,29288979,CA,software,2,9
1558,78,6232,Failed,2,4,24200000,MA,software,2,11
0,1461,0,Successful (Acquired),3,1,1000000,CA,web,1,4
751,0,1502,Successful (Acquired),1,2,5550000,MN,web,1,3
911,555,1822,Failed,3,2,3000000,CA,mobile,3,8
453,612,906,Successful (Acquired),3,2,14300000,CA,web,4,13
0,,0,Failed,,1,1000000,CA,network_hosting,2,0
301,0,602,Successful (Acquired),1,2,11000000,CA,software,1,7
365,723,730,Failed,3,2,2000000,NY,photo_video,3,7
689,200,1378,Successful (Acquired),2,2,5000000,CA,web,1,17
0,154,0,Successful (Acquired),2,1,11000000,CA,enterprise,3,12
1095,456,4380,Successful (Acquired),4,4,14100000,CA,enterprise,2,19
0,0,0,Failed,1,1,5000000,CA,search,1,8
577,0,1154,Failed,1,2,400000,WA,web,1,1
0,0,0,Successful (Acquired),1,1,10000000,CA,biotech,1,4
1182,0,3546,Failed,1,3,11035000,MA,software,1,3
0,1214,0,Successful (Acquired),2,1,12700000,MA,public_relations,4,9
221,0,442,Successful (Acquired),1,2,20757182,CA,biotech,1,3
663,0,1989,Successful (Acquired),1,3,27000000,CA,software,6,5
0,444,0,Successful (Acquired),3,1,10000000,NY,advertising,1,7
0,,0,Failed,,1,26000000,CA,public_relations,4,4
1020,,2040,Failed,,2,4000000,CT,messaging,2,2
678,0,1356,Successful (Acquired),1,2,20220000,CA,hardware,3,3
0,1065,0,Successful (Acquired),3,1,10000000,NY,games_video,4,7
765,1038,1530,Failed,3,2,7350000,NY,games_video,1,8
0,0,0,Failed,1,1,50000,CA,messaging,1,1
0,498,0,Failed,3,1,1000000,NY,fashion,7,5
1183,184,4732,Failed,2,4,45000000,CA,security,2,16
1689,2200,8445,Failed,5,5,70000000,CA,enterprise,4,22
0,112,0,Failed,2,1,500000,WA,ecommerce,1,3
456,,912,Failed,,2,500000,CA,software,1,6
933,0,2799,Successful (Acquired),1,3,44000000,TX,semiconductor,4,2
0,0,0,Failed,1,1,21000000,CO,semiconductor,1,4
156,276,312,Successful (Acquired),2,2,19000000,CA,games_video,3,12
1137,,3411,Failed,,3,18700000,CA,semiconductor,1,0
0,202,0,Successful (Acquired),2,1,10000000,CA,software,7,6
0,,0,Failed,,3,5900000,FL,software,1,5
301,152,602,Successful (Acquired),2,2,28000000,MA,other,2,13
1604,454,11228,Failed,2,7,24300000,NH,software,1,5
1797,609,7188,Successful (Acquired),3,4,32006000,CA,mobile,1,21
0,0,0,Successful (Acquired),1,1,13400000,CA,public_relations,2,4
359,837,1077,Successful (Acquired),3,3,9400000,CA,enterprise,1,18
2501,1617,15006,Successful (Acquired),3,6,15324624,CO,enterprise,2,10
0,652,0,Successful (Acquired),2,1,2000000,WA,web,11,3
1188,1600,3564,Successful (Acquired),4,3,16000000,CA,web,5,24
1027,,3081,Failed,,3,44000000,MN,medical,1,3
235,0,470,Failed,1,2,1175000,PA,software,1,2
1255,0,2510,Successful (Acquired),1,2,9000000,CA,network_hosting,4,22
1841,0,5523,Successful (Acquired),1,3,35150000,CA,web,3,9
1585,1160,4755,Successful (Acquired),2,3,12000000,MA,software,2,4
0,0,0,Successful (Acquired),1,1,30000000,CA,biotech,9,4
0,0,0,Successful (Acquired),1,1,8000000,CA,security,2,5
0,324,0,Successful (Acquired),3,1,4100000,CA,advertising,2,6
568,0,1136,Failed,1,2,2408500,IL,social,3,1
1345,0,5380,Failed,1,4,72000000,CA,other,1,3
365,0,730,Failed,1,2,18400000,MN,enterprise,1,2
2537,0,17759,Failed,1,7,162264126,NC,biotech,6,4
0,0,0,Successful (Acquired),1,1,29000000,MA,biotech,7,7
0,,0,Failed,,1,8700000,WA,network_hosting,1,0
0,1866,0,Successful (Acquired),2,1,10000000,MA,mobile,7,12
626,372,1252,Successful (Acquired),2,2,15000000,MA,software,2,5
0,0,0,Failed,1,1,2600000,CA,search,1,2
0,867,0,Successful (Acquired),3,1,15000000,CA,web,1,30
633,444,1899,Successful (Acquired),2,3,4000000,NY,web,2,7
1690,0,3380,Successful (Acquired),1,2,73000000,CA,biotech,3,9
283,438,1132,Successful (Acquired),3,4,12123837,NY,education,4,5
573,1023,1719,Successful (Acquired),3,3,22400000,WA,mobile,3,18
264,468,528,Successful (Acquired),3,2,5700000,CA,enterprise,4,12
1210,,2420,Failed,,2,28500000,CA,biotech,4,2
422,0,844,Successful (Acquired),1,2,21000000,MA,software,2,9
0,0,0,Failed,1,1,8000000,NC,software,2,1
0,0,0,Failed,1,1,1500000,CA,games_video,1,1
686,948,2058,Successful (Acquired),4,3,28300000,MA,advertising,1,17
1032,126,5160,Successful (Acquired),2,5,7939553,CA,web,2,4
0,,0,Failed,,1,545000,CA,public_relations,1,3
1537,0,4611,Successful (Acquired),1,3,15247925,MA,semiconductor,1,10
844,1014,2532,Successful (Acquired),2,3,12800000,NY,games_video,1,11
518,478,1036,Failed,2,2,950000,IL,mobile,3,1
731,3835,1462,Successful (Acquired),5,2,16000000,MA,web,1,6
0,0,0,Successful (Acquired),1,1,10000000,CA,semiconductor,1,2
0,783,0,Successful (Acquired),3,1,1500000,NY,fashion,1,5
402,168,804,Failed,2,2,13000000,CA,hardware,1,6
0,304,0,Successful (Acquired),2,1,10000000,NY,hardware,6,6
345,662,690,Successful (Acquired),2,2,3915000,NY,advertising,3,9
549,582,1098,Successful (Acquired),2,2,1400000,NY,travel,6,7
252,252,504,Failed,2,2,650000,IL,ecommerce,1,6
1033,2332,3099,Failed,4,3,9700000,TX,games_video,1,5
0,0,0,Successful (Acquired),1,1,15000000,CA,software,3,6
2365,366,9460,Successful (Acquired),3,4,38764000,CA,enterprise,2,18
2223,1396,17784,Failed,2,8,211403000,CA,cleantech,2,6
61,651,122,Successful (Acquired),3,2,20750000,CA,enterprise,2,8
232,354,464,Successful (Acquired),2,2,1020000,CA,social,2,4
0,0,0,Failed,1,1,13000000,TX,software,1,6
1369,1066,2738,Successful (Acquired),2,2,14700000,NY,software,4,8
1096,2160,4384,Successful (Acquired),4,4,33000000,CA,mobile,1,19
0,,0,Successful (Acquired),,1,30000000,CA,medical,6,5
1287,534,5148,Failed,3,4,33000000,TX,software,4,10
0,,0,Failed,,1,150000,DC,social,1,1
0,0,0,Failed,1,1,20000,MA,advertising,1,3
478,,1434,Failed,,3,30926154,CA,medical,1,2
0,,0,Failed,,1,2000000,CA,advertising,1,0
1751,0,3502,Failed,1,2,19000000,MA,software,3,2
1357,0,4071,Failed,1,3,33000000,CA,advertising,4,2
715,0,2145,Successful (Acquired),1,3,15650000,GA,cleantech,1,1
438,1371,1314,Successful (Acquired),3,3,17400000,CA,web,2,8
0,496,0,Failed,2,1,154000,CA,real_estate,1,5
0,44,0,Failed,2,1,35000000,CA,web,3,4
1404,327,5616,Failed,3,4,7516703,VA,mobile,1,5
0,522,0,Failed,3,1,48000000,TX,cleantech,1,1
1051,0,3153,Successful (Acquired),1,3,65800000,CA,network_hosting,4,6
41,0,82,Failed,1,2,125000,NJ,analytics,1,2
0,1581,0,Successful (Acquired),3,1,750000,VA,search,2,5
0,40,0,Successful (Acquired),2,1,17000000,GA,enterprise,5,10
972,1365,2916,Failed,3,3,4087500,CA,enterprise,1,4
0,0,0,Failed,1,1,1000000,CA,hardware,1,3
2361,471,11805,Successful (Acquired),3,5,23500000,TX,health,1,13
0,,0,Failed,,1,990000,CA,web,1,2
0,532,0,Successful (Acquired),2,1,1000000,AZ,advertising,3,13
1630,1188,6520,Successful (Acquired),2,4,41000000,MA,health,1,15
0,,0,Failed,,1,7000000,OR,semiconductor,1,3
455,0,910,Successful (Acquired),1,2,55000000,MA,biotech,2,4
446,58,892,Successful (Acquired),2,2,69000000,CA,software,3,10
2099,777,16792,Successful (Acquired),3,8,129677153,CA,enterprise,3,25
1733,,10398,Successful (Acquired),,6,232000100,CA,biotech,3,4
548,687,1096,Successful (Acquired),3,2,5700000,CA,enterprise,4,5
0,0,0,Successful (Acquired),1,1,10500000,MA,security,4,3
712,,1424,Failed,,2,23000000,NY,ecommerce,3,2
1483,,4449,Successful (Acquired),,3,14000000,WA,photo_video,3,13
0,,0,Successful (Acquired),,2,7500000,CA,software,2,4
0,444,0,Successful (Acquired),3,1,1420000,NY,social,16,12
828,870,1656,Failed,2,2,9000000,WA,ecommerce,1,1
0,,0,Failed,,1,500000,PA,games_video,1,3
252,164,504,Successful (Acquired),2,2,70000,CA,news,1,4
392,,784,Failed,,2,850000,CA,ecommerce,1,3
0,1034,0,Successful (Acquired),2,1,15000000,CA,enterprise,1,9
210,660,420,Successful (Acquired),2,2,3150000,CA,web,11,12
0,462,0,Failed,2,1,5500000,CA,ecommerce,1,6
0,0,0,Successful (Acquired),1,1,10571182,CA,cleantech,1,8
0,,0,Failed,,1,500000,CA,real_estate,1,13
1394,2589,9758,Successful (Acquired),3,7,24900000,CA,music,3,12
206,786,412,Failed,3,2,3529175,CA,web,1,12
1685,723,6740,Successful (Acquired),3,4,23400000,NY,travel,2,15
0,1632,0,Successful (Acquired),3,1,8800000,CA,security,5,15
0,0,0,Failed,1,1,1500000,NY,fashion,6,2
1666,,11662,Failed,,7,74000000,CA,semiconductor,1,3
213,1612,639,Successful (Acquired),2,3,8800000,OR,network_hosting,1,3
740,3519,1480,Successful (Acquired),3,2,7100000,CA,web,1,3
608,1386,1824,Successful (Acquired),6,3,3500000,MA,ecommerce,1,8
0,496,0,Successful (Acquired),2,1,3000000,CA,software,2,6
53,0,106,Failed,1,2,11000,NY,web,1,5
750,0,2250,Successful (Acquired),1,3,26200000,CA,semiconductor,2,4
505,765,1010,Successful (Acquired),3,2,29000000,CA,software,2,6
0,,0,Failed,,1,10000000,CA,software,1,2
0,1074,0,Failed,3,1,500000,CA,web,3,3
640,336,1920,Successful (Acquired),3,3,11500000,CA,enterprise,1,3
994,411,4970,Successful (Acquired),3,5,5350000,TX,enterprise,3,8
1213,836,3639,Failed,4,3,11015719,CA,mobile,1,27
189,759,567,Successful (Acquired),3,3,9807367,CA,advertising,8,30
411,884,822,Successful (Acquired),2,2,2535000,CA,web,5,8
1273,42,3819,Successful (Acquired),2,3,19000000,TX,enterprise,5,4
1009,0,3027,Successful (Acquired),1,3,475000,CA,travel,4,4
765,0,1530,Successful (Acquired),1,2,36000000,NY,games_video,1,16
0,,0,Successful (Acquired),,1,12000000,CA,games_video,5,4
1226,0,4904,Successful (Acquired),1,4,122000000,CA,biotech,2,15
0,320,0,Successful (Acquired),2,1,1750000,NY,news,5,8
0,714,0,Successful (Acquired),2,1,130000,NY,web,1,3
1090,,3270,Failed,,3,13222860,OH,other,3,4
737,198,1474,Failed,3,2,2192000,IN,public_relations,1,10
0,0,0,Successful (Acquired),1,1,2000000,MA,web,1,4
707,36,1414,Successful (Acquired),2,2,9400000,CA,analytics,2,11
687,,2748,Successful (Acquired),,4,13045000,CA,semiconductor,2,2
1432,1575,5728,Successful (Acquired),3,4,10000000,CA,web,1,8
0,0,0,Successful (Acquired),1,1,6000000,CA,advertising,2,7
568,0,1136,Failed,1,2,2100000,PA,mobile,2,3
171,648,342,Successful (Acquired),3,2,3250000,WA,travel,1,3
213,,639,Failed,,3,148000000,CA,hardware,1,1
1965,0,3930,Successful (Acquired),1,2,24500000,CA,hardware,2,10
334,0,668,Failed,1,2,72000,UT,enterprise,1,4
0,0,0,Failed,1,1,10360000,CA,other,5,3
566,872,1698,Successful (Acquired),2,3,1310000,NY,software,6,12
0,0,0,Failed,1,1,150000,NY,games_video,1,1
2274,3298,6822,Successful (Acquired),2,3,64000000,CA,semiconductor,3,5
0,0,0,Failed,1,1,250000,OH,ecommerce,1,2
854,0,2562,Successful (Acquired),1,3,1830000,CA,health,2,6
221,512,442,Successful (Acquired),4,2,9800000,OR,enterprise,4,10
0,735,0,Successful (Acquired),3,1,2300000,CA,web,1,15
245,1508,490,Failed,4,2,1310000,WA,web,1,3
276,1525,552,Failed,5,2,4500000,CA,games_video,1,4
1303,0,3909,Successful (Acquired),1,3,22000000,CA,software,2,5
516,459,1548,Successful (Acquired),3,3,10000000,CA,advertising,2,23
497,33,1988,Successful (Acquired),3,4,36500000,NY,ecommerce,1,21
2996,408,20972,Successful (Acquired),3,7,33672656,CO,web,2,35
754,0,2262,Successful (Acquired),1,3,19000000,CA,enterprise,2,4
0,0,0,Successful (Acquired),1,1,30000000,CA,semiconductor,4,3
519,430,1038,Successful (Acquired),2,2,2250000,CA,web,8,6
1496,0,8976,Successful (Acquired),1,6,53818873,CA,hardware,4,7
0,,0,Failed,,1,5500000,CA,web,1,6
0,1316,0,Successful (Acquired),2,1,6000000,WA,network_hosting,1,3
62,2745,124,Failed,3,2,30150000,CA,advertising,1,2
630,,1260,Successful (Acquired),,2,83000000,CA,biotech,1,11
624,,1248,Failed,,2,12000000,NY,games_video,1,1
487,870,974,Successful (Acquired),2,2,3500000,CA,software,1,6
0,405,0,Successful (Acquired),3,1,4000000,CA,software,4,5
420,,840,Failed,,2,4000000,CA,manufacturing,1,9
689,0,1378,Successful (Acquired),1,2,25000000,CA,software,4,11
1068,0,3204,Successful (Acquired),1,3,1420698,NY,mobile,2,5
1354,0,2708,Successful (Acquired),1,2,10000000,CA,semiconductor,3,5
1326,1670,3978,Successful (Acquired),5,3,67000000,CA,transportation,2,18
1786,564,7144,Successful (Acquired),3,4,53000000,CA,analytics,4,13
277,448,554,Failed,2,2,300000,CA,games_video,2,5
1034,490,3102,Successful (Acquired),2,3,1400000,CA,software,1,4
488,1887,976,Successful (Acquired),3,2,6500000,CA,web,7,4
0,321,0,Successful (Acquired),3,1,5000000,CA,cleantech,1,8
949,832,1898,Successful (Acquired),2,2,9600000,WA,enterprise,3,6
2617,2556,13085,Successful (Acquired),3,5,58200000,WA,mobile,1,9
1034,1570,3102,Successful (Acquired),2,3,28000000,MA,network_hosting,2,14
176,693,352,Successful (Acquired),3,2,30000000,TX,network_hosting,1,10
425,354,850,Successful (Acquired),2,2,3500000,CA,games_video,2,10
0,414,0,Failed,2,1,16700000,MA,web,4,7
0,,0,Failed,,1,18000000,AZ,semiconductor,7,0
0,0,0,Successful (Acquired),1,1,15000000,CA,medical,6,6
0,,0,Failed,,2,12000000,CA,hardware,1,2
0,0,0,Failed,1,1,15000,OH,ecommerce,1,1
0,573,0,Successful (Acquired),3,1,200000,WA,news,1,11
0,,0,Failed,,1,15000000,CA,semiconductor,1,0
479,360,958,Successful (Acquired),2,2,1400000,CA,enterprise,3,4
2551,0,10204,Failed,1,4,11400000,NY,enterprise,3,5
1335,444,10680,Successful (Acquired),4,8,68500000,CA,cleantech,2,14
993,1804,3972,Successful (Acquired),4,4,3800000,TX,messaging,4,4
607,0,1214,Successful (Acquired),1,2,10100000,CA,software,3,3
0,,0,Failed,,1,4000000,CA,software,6,0
0,18,0,Successful (Acquired),3,1,3011408,CA,software,1,11
0,0,0,Failed,1,1,8000000,CA,software,1,2
1051,0,2102,Successful (Acquired),1,2,12700000,CA,analytics,1,15
0,1056,0,Failed,4,1,300000,CA,public_relations,1,5
0,624,0,Successful (Acquired),2,1,5675000,CA,web,4,21
0,190,0,Successful (Acquired),2,1,1000000,CA,advertising,5,13
0,,0,Failed,,1,125000,FL,enterprise,1,2
266,178,532,Failed,2,2,700000,CT,web,1,2
143,176,286,Successful (Acquired),2,2,532000,WA,enterprise,5,6
730,336,1460,Successful (Acquired),3,2,8500000,CA,web,1,8
0,1278,0,Successful (Acquired),3,1,9400000,WA,network_hosting,1,2
1186,0,2372,Failed,1,2,350000,RI,mobile,1,3
746,750,1492,Successful (Acquired),3,2,12300000,NY,enterprise,1,16
1600,0,8000,Successful (Acquired),1,5,25413298,MA,network_hosting,3,6
253,310,506,Successful (Acquired),2,2,9800000,CA,news,4,23
243,170,486,Failed,2,2,1015000,CA,games_video,1,5
1267,698,6335,Successful (Acquired),2,5,10000003,CO,enterprise,1,4
761,1200,1522,Successful (Acquired),2,2,1750000,IL,travel,1,3
0,848,0,Successful (Acquired),2,1,100000,CA,messaging,3,4
0,292,0,Successful (Acquired),2,1,12000000,CA,software,2,1
132,750,264,Successful (Acquired),3,2,11450000,NY,messaging,8,16
0,650,0,Failed,2,1,50000,CA,advertising,3,7
0,586,0,Failed,2,1,20000000,CA,software,4,4
273,498,546,Successful (Acquired),3,2,42500000,TX,public_relations,5,16
857,1884,2571,Successful (Acquired),2,3,22487000,CA,semiconductor,2,7
0,1936,0,Successful (Acquired),2,1,7800000,CA,software,2,3
